event_id,timestamp,user_id,username,command,device,privilege_used
CMD034651,2026-06-08 12:31:00,U1085,BARBARA.WALKER67,df -h,WKSTN-U1085,USER
CMD007489,2026-06-08 12:30:00,U1019,donna.anderson,df -h,WKSTN-U1019,USER
CMD010180,2026-06-08 12:01:00,U1025,betty.brown22,cd project/,WKSTN-U1025,USER
CMD003680,2026-06-08 12:50:00,U1010,susan.young51,git status,WKSTN-U1010,USER
CMD013249,2026-06-08 13:24:00,U1032,paul.wright91,dir,WKSTN-U1032,USER
CMD038247,2026-06-08 11:51:00,U1093,sarah.clark44,cat readme.txt,WKSTN-U1093,USER
CMD032436,2026-06-08 12:25:00,U1080,joseph.jackson91,cat readme.txt,WKSTN-U1080,USER
CMD007487,2026-06-08 13:10:00,U1019,donna.anderson,systeminfo,WKSTN-U1019,USER
CMD008831,2026-06-08 13:06:00,U1022,sandra.brown,ipconfig,WKSTN-U1022,USER
CMD019232,2026-06-08 12:17:00,U1047,sandra.lewis,ping 10.0.0.5,WKSTN-U1047,USER
CMD016820,2026-06-08 13:05:00,U1041,matthew.allen52,cat readme.txt,WKSTN-U1041,USER
CMD030017,2026-06-08 12:55:00,U1074,sarah.williams7,clear,WKSTN-U1074,USER
CMD013247,2026-06-08 13:02:00,U1032,paul.wright91,git status,WKSTN-U1032,user
CMD016821,2026-06-08 12:39:00,U1041,matthew.allen52,cat readme.txt,WKSTN-U1041,USER
CMD006089,2026-06-08 12:26:00,U1016,patricia.thomas,whoami,WKSTN-U1016,USER
CMD003681,2026-06-08 13:05:00,U1010,susan.young51,top,WKSTN-U1010,USER
CMD010179,2026-06-08 13:15:00,U1025,betty.brown22,git status,WKSTN-U1025,USER
CMD006550,2026-06-08 12:55:00,U1017,emily.hernandez34,ls -la,WKSTN-U1017,USER
CMD039509,2026-06-08 12:47:00,U1096,david.allen76,df -h,,USER
CMD009285,2026-06-08 13:09:00,U1023,richard.wright,df -h,WKSTN-U1023,USER
CMD036908,2026-06-08 11:49:00,U1090,mary.hill,ping 10.0.0.5,WKSTN-U1090,USER
CMD032435,2026-06-08 12:55:00,U1080,joseph.jackson91,ping 10.0.0.5	,WKSTN-U1080,USER
CMD016819,2026-06-08 13:26:00,U1041,matthew.allen52,cd project/,  WKSTN-U1041 ,USER
CMD011546,2026-06-08 12:45:00,U1028,john.hill,ipconfig,WKSTN-U1028,USER
CMD030823,2026-06-08 13:31:00,U1076,john.torres,whoami,WKSTN-U1076,USER
CMD003682,2026-06-08 14:04:00,U1010,susan.young51,top,WKSTN-U1010,USER
CMD032019,2026-06-08 13:37:00,U1079,emily.jones,whoami,WKSTN-U1079,USER
CMD032021,2026-06-08 13:57:00,U1079,emily.jones,git status,WKSTN-U1079,USER
CMD036910,2026-06-08 14:42:00,U1090,mary.hill,top,WKSTN-U1090,USER
CMD035531,2026-06-08 14:14:00,U1087,charles.sanchez,df -h,  WKSTN-U1087 ,USER
CMD038693,2026-06-08 13:56:00,U1094,elizabeth.lewis69,git pull,  WKSTN-U1094 ,USER
CMD011545,2026-06-08 14:12:00,U1028,john.hill,git pull,WKSTN-U1028,USER
CMD037364,2026-06-08 14:18:00,U1091,linda.robinson,ipconfig,WKSTN-U1091,USER
CMD036447,2026-06-08 13:54:00,U1089,paul.brown27,df -h,WKSTN-U1089,USER
CMD031601,2026-06-08 13:30:00,U1078,michelle.miller,ls -la,WKSTN-U1078,USER
CMD036446,2026-06-08 14:36:00,U1089,paul.brown27,systeminfo,WKSTN-U1089,USER
CMD010178,2026-06-08 14:14:00,U1025,betty.brown22,top,WKSTN-U1025,USER
CMD036445,2026-06-08 14:06:00,U1089,paul.brown27,ls -la,WKSTN-U1089,USER
CMD008830,2026-06-08 14:25:00,U1022,sandra.brown,cd project/,WKSTN-U1022,USER
CMD032868,2026-06-08 14:44:00,U1081,,systeminfo,WKSTN-U1081,USER
CMD007490,2026-06-08 14:34:00,U1019,donna.anderson,git pull,WKSTN-U1019,USER
CMD016422,2026-06-08 14:26:00,U1040,matthew.martin,whoami,WKSTN-U1040,USER
CMD011968,2026-06-08 14:20:00,U1029,michelle.garcia54,git status,WKSTN-U1029,USER
CMD016419,2026-06-08 13:33:00,U1040,matthew.martin,cat readme.txt,WKSTN-U1040,USER
CMD032434,2026-06-08 14:23:00,U1080,joseph.jackson91,clear,  WKSTN-U1080 ,USER
CMD035530,2026-06-08 14:43:00,U1087,charles.sanchez	,df -h,WKSTN-U1087,USER
CMD032869,2026-06-08 14:14:00,U1081,margaret.davis,df -h,WKSTN-U1081,USER
CMD036022,2026-06-08 14:06:00,U1088,andrew.smith85,ipconfig,WKSTN-U1088,USER
CMD030019,2026-06-08 14:18:00,U1074,sarah.williams7,top,WKSTN-U1074,USER
CMD019233,2026-06-08 17:10:00,U1047,sandra.lewis,systeminfo,WKSTN-U1047,USER
CMD009283,2026-06-08 16:44:00,U1023,richard.wright,,WKSTN-U1023,USER
CMD035093,2026-06-08 16:50:00,U1086,steven.thompson53,ipconfig,WKSTN-U1086,USER
CMD032867,2026-06-08 16:13:00,U1081,margaret.davis,df -h,WKSTN-U1081,USER
CMD010625,2026-06-08 15:03:00,U1026,  elizabeth.gonzalez ,git status,WKSTN-U1026,USER
CMD027217,2026-06-08 16:13:00,U1067,paul.thomas97,clear,WKSTN-U1067,USER
CMD012403,2026-06-08 17:49:00,U1030,betty.rodriguez86,whoami,WKSTN-U1030,USER
CMD016421,2026-06-08 14:47:00,U1040,matthew.martin,ipconfig,WKSTN-U1040,USER
CMD027216,2026-06-08 14:46:00,U1067,paul.thomas97,ping 10.0.0.5,WKSTN-U1067,USER
CMD030016,2026-06-08 16:02:00,U1074,sarah.williams7,top,WKSTN-U1074,USER
CMD007931,2026-06-08 15:38:00,U1020,andrew.thomas36,git pull,WKSTN-U1020,USER
CMD010626,2026-06-08 16:51:00,U1026,elizabeth.gonzalez,ping 10.0.0.5,WKSTN-U1026,USER
CMD034189,2026-06-08 15:48:00,U1084,joshua.taylor,top,WKSTN-U1084,USER
CMD031598,2026-06-08 16:46:00,U1078,michelle.miller,clear,WKSTN-U1078,USER
CMD016420,2026-06-08 15:33:00,U1040,matthew.martin,systeminfo,WKSTN-U1040,USER
CMD018824,2026-06-08 14:46:00,U1046,michelle.torres39,whoami,WKSTN-U1046,USER
CMD031600,2026-06-08 14:44:00,U1078,michelle.miller,git status,WKSTN-U1078,USER
CMD018823,2026-06-08 14:57:00,U1046,michelle.torres39,systeminfo,WKSTN-U1046,USER
CMD002900,2026-06-08 16:06:00,U1008,joshua.hernandez,top,WKSTN-U1008,USER
CMD036907,2026-06-08 15:53:00,U1090,mary.hill,clear,WKSTN-U1090,USER
CMD011967,2026-06-08 17:43:00,U1029,michelle.garcia54,whoami,WKSTN-U1029,USER
CMD009733,2026-06-08 14:46:00,U1024,emily.miller,,WKSTN-U1024,USER
CMD009734,2026-06-08 15:12:00,U1024,emily.miller,dir,WKSTN-U1024,USER
CMD039508,2026-06-08 17:16:00,U1096,david.allen76,top,WKSTN-U1096	,USER
CMD012402,2026-06-08 15:27:00,U1030,betty.rodriguez86,dir,WKSTN-U1030,USER
CMD034671,2026-06-09 10:28:00,U1085,barbara.walker67,clear,WKSTN-U1085,USER
CMD032037,2026-06-09 10:29:00,U1079,emily.jones,ipconfig,WKSTN-U1079,user
CMD009748,2026-06-09 10:16:00,U1024,emily.miller,whoami,WKSTN-U1024,USER
CMD016439,2026-06-09 09:03:00,U1040,matthew.martin,git pull,WKSTN-U1040,USER
CMD015242,2026-06-09 09:57:00,U1037,robert.martin,whoami,WKSTN-U1037,USER
CMD012424,2026-06-09 08:00:00,U1030,betty.rodriguez86,systeminfo,WKSTN-U1030,USER
CMD016836,2026-06-09 08:14:00,U1041,matthew.allen52,df -h,WKSTN-U1041,USER
CMD038707,2026-06-09 09:01:00,U1094,elizabeth.lewis69,clear	,WKSTN-U1094,USER
CMD008852,2026-06-09 09:20:00,U1022,sandra.brown,top,WKSTN-U1022,USER
CMD007041,2026-06-09 08:14:00,U1018,betty.white57,systeminfo,WKSTN-U1018,USER
CMD034207,2026-06-09 08:05:00,U1084,joshua.taylor,ping 10.0.0.5,WKSTN-U1084,USER
CMD009307,2026-06-09 10:30:00,U1023,richard.wright,git status,WKSTN-U1023,USER
CMD019658,2026-06-09 09:12:00,U1048,,ping 10.0.0.5,WKSTN-U1048,USER
CMD034669,2026-06-09 08:29:00,U1085,BARBARA.WALKER67,ls -la,WKSTN-U1085,USER
CMD012426,2026-06-09 08:05:00,U1030,betty.rodriguez86,cat readme.txt,WKSTN-U1030,USER
CMD019657,2026-06-09 09:52:00,U1048,jennifer.thomas87,ipconfig,WKSTN-U1048,USER
CMD010650,2026-06-09 09:23:00,U1026,elizabeth.gonzalez,ping 10.0.0.5,WKSTN-U1026,USER
CMD019656,2026-06-09 10:23:00,U1048,jennifer.thomas87,dir,WKSTN-U1048,USER
CMD036046,2026-06-09 10:16:00,U1088,andrew.smith85,whoami,WKSTN-U1088,USER
CMD020415,2026-06-09 09:05:00,U1050,michael.ramirez,cd project/,WKSTN-U1050,USER
CMD036928,2026-06-09 10:29:00,U1090,mary.hill,cat readme.txt,WKSTN-U1090,USER
CMD010648,2026-06-09 08:48:00,U1026,elizabeth.gonzalez	,cat readme.txt,WKSTN-U1026,USER
CMD032457,2026-06-09 10:33:00,U1080,joseph.jackson91,whoami,  WKSTN-U1080 ,USER
CMD007948,2026-06-09 08:57:00,U1020,andrew.thomas36,top,WKSTN-U1020,USER
CMD006108,2026-06-09 10:26:00,U1016,patricia.thomas,ping 10.0.0.5,WKSTN-U1016,USER
CMD033324,2026-06-09 11:52:00,U1082,karen.hill96,ping 10.0.0.5,WKSTN-U1082,USER
CMD011093,2026-06-09 10:34:00,U1027,patricia.brown75,dir,WKSTN-U1027	,USER
CMD036044,2026-06-09 12:00:00,U1088,andrew.smith85,df -h,WKSTN-U1088,USER
CMD033761,2026-06-09 11:53:00,U1083,sarah.allen70,dir,WKSTN-U1083,USER
CMD011565,2026-06-09 11:22:00,U1028,john.hill,git status,  WKSTN-U1028 ,user
CMD015654,2026-06-09 10:48:00,U1038,emily.clark,git status,WKSTN-U1038,USER
CMD010649,2026-06-09 10:44:00,U1026,elizabeth.gonzalez,clear,WKSTN-U1026,USER
CMD032887,2026-06-09 10:40:00,U1081,margaret.davis,,WKSTN-U1081,USER
CMD007511,2026-06-09 11:44:00,U1019,donna.anderson,cd project/,WKSTN-U1019,USER
CMD020416,2026-06-09 11:24:00,U1050,michael.ramirez,df -h,WKSTN-U1050,USER
CMD033763,2026-06-09 11:44:00,U1083,sarah.allen70,cat readme.txt,WKSTN-U1083,USER
CMD011988,2026-06-09 10:41:00,U1029,michelle.garcia54	,ping 10.0.0.5,WKSTN-U1029,USER
CMD009750,2026-06-09 10:35:00,U1024,emily.miller,ls -la,WKSTN-U1024,USER
CMD020414,2026-06-09 11:49:00,U1050,michael.ramirez,top,WKSTN-U1050,USER
CMD038264,2026-06-09 11:53:00,U1093,SARAH.CLARK44	,df -h,WKSTN-U1093,USER
CMD037381,2026-06-09 11:07:00,U1091,linda.robinson,cd project/,WKSTN-U1091,USER
CMD015241,2026-06-09 10:42:00,U1037,robert.martin,systeminfo,WKSTN-U1037,USER
CMD037823,2026-06-09 10:58:00,U1092,  steven.thomas ,ipconfig,WKSTN-U1092,USER
CMD038266,2026-06-09 11:38:00,U1093,sarah.clark44,ls -la,WKSTN-U1093,USER
CMD010201,2026-06-09 11:15:00,U1025,  betty.brown22 ,whoami,WKSTN-U1025,USER
CMD030040,2026-06-09 11:14:00,U1074,sarah.williams7,git pull,WKSTN-U1074,USER
CMD008853,2026-06-09 11:38:00,U1022,sandra.brown,systeminfo,WKSTN-U1022,USER
CMD006569,2026-06-09 12:00:00,U1017,emily.hernandez34,clear,WKSTN-U1017,USER
CMD008851,2026-06-09 11:39:00,U1022,sandra.brown,ipconfig,WKSTN-U1022,USER
CMD010198,2026-06-09 11:06:00,U1025,BETTY.BROWN22,systeminfo,  WKSTN-U1025 ,USER
CMD030041,2026-06-09 12:02:00,U1074,sarah.williams7,  whoami ,WKSTN-U1074,
CMD015651,2026-06-09 12:50:00,U1038,emily.clark,git status,WKSTN-U1038,USER
CMD036930,2026-06-09 12:47:00,U1090,mary.hill,ipconfig,WKSTN-U1090,USER
CMD016438,2026-06-09 12:12:00,U1040,matthew.martin,cd project/,WKSTN-U1040,USER
CMD009308,2026-06-09 12:36:00,U1023,richard.wright,df -h,WKSTN-U1023,
CMD032886,2026-06-09 13:51:00,U1081,margaret.davis,cat readme.txt,WKSTN-U1081,USER
CMD007947,2026-06-09 13:28:00,U1020,andrew.thomas36,whoami,WKSTN-U1020,USER
CMD037825,2026-06-09 13:26:00,U1092,steven.thomas,ipconfig,WKSTN-U1092,USER
CMD007510,2026-06-09 13:46:00,U1019,donna.anderson,cd project/,WKSTN-U1019,USER
CMD036471,2026-06-09 13:34:00,U1089,paul.brown27,whoami,WKSTN-U1089,USER
CMD011092,2026-06-09 13:28:00,U1027,,clear,WKSTN-U1027,USER
CMD034670,2026-06-09 13:46:00,U1085,barbara.walker67,cd project/,WKSTN-U1085,USER
CMD032038,2026-06-09 13:09:00,U1079,emily.jones,git pull,WKSTN-U1079,USER
CMD036045,2026-06-09 13:45:00,U1088,andrew.smith85,ping 10.0.0.5,WKSTN-U1088,USER
CMD032458,2026-06-09 13:44:00,U1080,joseph.jackson91,cat readme.txt,WKSTN-U1080,USER
CMD006568,2026-06-09 12:16:00,U1017,emily.hernandez34,ping 10.0.0.5,WKSTN-U1017,USER
CMD010199,2026-06-09 13:15:00,U1025,betty.brown22,ipconfig,WKSTN-U1025,USER
CMD033764,2026-06-09 12:56:00,U1083,sarah.allen70,,WKSTN-U1083,USER
CMD009749,2026-06-09 12:52:00,U1024,emily.miller,whoami,WKSTN-U1024,USER
CMD011095,2026-06-09 13:17:00,U1027,patricia.brown75,systeminfo,WKSTN-U1027,USER
CMD012423,2026-06-09 13:22:00,U1030,betty.rodriguez86,df -h,WKSTN-U1030,USER
CMD019659,2026-06-09 13:43:00,U1048,jennifer.thomas87	,whoami,WKSTN-U1048,USER
CMD012425,2026-06-09 13:44:00,U1030,betty.rodriguez86,cat readme.txt,WKSTN-U1030,USER
CMD038265,2026-06-09 12:15:00,U1093,sarah.clark44,systeminfo,WKSTN-U1093,USER
CMD014050,2026-06-09 13:09:00,U1034,thomas.allen63,df -h,WKSTN-U1034,USER
CMD011094,2026-06-09 16:10:00,U1027,patricia.brown75,cd project/,WKSTN-U1027,USER
CMD015653,2026-06-09 15:43:00,U1038,emily.clark,cd project/,WKSTN-U1038,USER
CMD015652,2026-06-09 15:17:00,U1038,emily.clark,ping 10.0.0.5,WKSTN-U1038,USER
CMD016837,2026-06-09 14:31:00,U1041,matthew.allen52	,whoami,WKSTN-U1041,user
CMD011562,2026-06-09 15:28:00,U1028,john.hill,top,WKSTN-U1028,USER
CMD016437,2026-06-09 15:40:00,U1040,matthew.martin,ipconfig,WKSTN-U1040,USER
CMD033762,2026-06-09 17:19:00,U1083,sarah.allen70,git pull,WKSTN-U1083,USER
CMD030042,2026-06-09 16:42:00,U1074,sarah.williams7,  cat readme.txt ,WKSTN-U1074,USER
CMD006567,2026-06-09 15:00:00,U1017,EMILY.HERNANDEZ34,cat readme.txt,WKSTN-U1017,USER
CMD006570,2026-06-09 15:10:00,U1017,emily.hernandez34,git pull,WKSTN-U1017,USER
CMD035552,2026-06-09 13:57:00,U1087,charles.sanchez,cd project/,WKSTN-U1087,USER
CMD008388,2026-06-09 16:43:00,U1021,jessica.walker,ipconfig,WKSTN-U1021,USER
CMD035551,2026-06-09 14:31:00,U1087,charles.sanchez,df -h,WKSTN-U1087,USER
CMD036473,2026-06-09 15:25:00,U1089,paul.brown27,git pull,WKSTN-U1089,USER
CMD010200,2026-06-09 16:04:00,U1025,betty.brown22,git status,WKSTN-U1025,USER
CMD036470,2026-06-09 14:53:00,U1089,paul.brown27,clear,WKSTN-U1089,USER
CMD036927,2026-06-09 15:39:00,U1090,mary.hill,systeminfo,WKSTN-U1090,USER
CMD020417,2026-06-09 16:05:00,U1050,michael.ramirez,cat readme.txt,WKSTN-U1050,USER
CMD011564,2026-06-09 16:07:00,U1028,john.hill,systeminfo,WKSTN-U1028,USER
CMD036929,2026-06-09 15:10:00,U1090,mary.hill,cat readme.txt,WKSTN-U1090,USER
CMD009306,2026-06-09 16:07:00,U1023,richard.wright,top,WKSTN-U1023,USER
CMD037826,2026-06-09 15:44:00,U1092,steven.thomas,clear,WKSTN-U1092,USER
CMD036472,2026-06-09 15:41:00,U1089,paul.brown27,cat readme.txt,WKSTN-U1089,USER
CMD037824,2026-06-09 16:36:00,U1092,steven.thomas,git status,WKSTN-U1092,USER
CMD011563,2026-06-09 14:50:00,U1028,john.hill,git status,WKSTN-U1028,user
CMD034230,2026-06-10 09:09:00,U1084,JOSHUA.TAYLOR,systeminfo,WKSTN-U1084,USER
CMD018440,2026-06-10 09:26:00,U1045,daniel.sanchez90,dir,WKSTN-U1045,USER
CMD038283,2026-06-10 08:19:00,U1093,sarah.clark44,df -h,WKSTN-U1093,USER
CMD036953,2026-06-10 10:38:00,U1090,mary.hill,git status,WKSTN-U1090,USER
CMD008873,2026-06-10 10:43:00,U1022,sandra.brown,ls -la,WKSTN-U1022,USER
CMD007969,2026-06-10 09:38:00,U1020,andrew.thomas36,ipconfig,WKSTN-U1020,USER
CMD009325,2026-06-10 08:15:00,U1023,richard.wright,cat readme.txt,WKSTN-U1023,USER
CMD010223,2026-06-10 10:25:00,U1025,betty.brown22,top,WKSTN-U1025,USER
CMD005309,2026-06-10 10:10:00,U1014,james.taylor,systeminfo,WKSTN-U1014,USER
CMD007968,2026-06-10 10:00:00,U1020,andrew.thomas36,top,WKSTN-U1020,USER
CMD009327,2026-06-10 09:31:00,U1023,richard.wright,,WKSTN-U1023,USER
CMD018442,2026-06-10 09:29:00,U1045,daniel.sanchez90,ipconfig,WKSTN-U1045,USER
CMD006594,2026-06-10 10:11:00,U1017,emily.hernandez34,cat readme.txt,WKSTN-U1017,USER
CMD032908,2026-06-10 10:14:00,U1081,margaret.davis,ping 10.0.0.5,WKSTN-U1081,USER
CMD033345,2026-06-10 09:20:00,U1082,karen.hill96,git pull,WKSTN-U1082,USER
CMD008406,2026-06-10 09:33:00,U1021,jessica.walker,top,WKSTN-U1021,USER
CMD009324,2026-06-10 09:44:00,U1023,richard.wright,df -h,WKSTN-U1023,USER
CMD035117,2026-06-09 17:27:00,U1086,steven.thompson53,git status,WKSTN-U1086	,USER
CMD036067,2026-06-10 09:05:00,U1088,andrew.smith85,df -h,WKSTN-U1088,USER
CMD038729,2026-06-10 08:58:00,U1094,elizabeth.lewis69,cat readme.txt,WKSTN-U1094,USER
CMD003311,2026-06-10 10:24:00,U1009,daniel.brown,top,WKSTN-U1009,USER
CMD037850,2026-06-10 09:48:00,U1092,steven.thomas,cd project/,WKSTN-U1092,USER
CMD036066,2026-06-10 09:07:00,U1088,andrew.smith85,top,WKSTN-U1088,USER
CMD040357,2026-06-10 10:48:00,U1098,nancy.wright49,df -h,WKSTN-U1098,USER
CMD036493,2026-06-10 09:59:00,U1089,paul.brown27,ping 10.0.0.5,WKSTN-U1089,USER
CMD021238,2026-06-10 11:51:00,U1052,paul.taylor,ipconfig,WKSTN-U1052,
CMD008407,2026-06-10 11:00:00,U1021,jessica.walker,dir,WKSTN-U1021,USER
CMD038727,2026-06-10 11:44:00,U1094,elizabeth.lewis69,git pull,WKSTN-U1094,USER
CMD040356,2026-06-10 11:17:00,U1098,nancy.wright49,git status,WKSTN-U1098,USER
CMD009770,2026-06-10 12:07:00,U1024,emily.miller,git pull,WKSTN-U1024,USER
CMD033344,2026-06-10 11:03:00,U1082,karen.hill96,cat readme.txt,WKSTN-U1082	,USER
CMD011118,2026-06-10 11:29:00,U1027,patricia.brown75,df -h,WKSTN-U1027,USER
CMD037851,2026-06-10 11:59:00,U1092,steven.thomas,clear,WKSTN-U1092,USER
CMD033343,2026-06-10 10:49:00,U1082,karen.hill96,ping 10.0.0.5,WKSTN-U1082,USER
CMD033783,2026-06-10 11:10:00,U1083,sarah.allen70,df -h,WKSTN-U1083,USER
CMD011119,2026-06-10 12:06:00,U1027,patricia.brown75,git pull,WKSTN-U1027,USER
CMD032909,2026-06-10 10:48:00,U1081,margaret.davis,dir,WKSTN-U1081,USER
CMD036492,2026-06-10 11:31:00,U1089,paul.brown27,dir,WKSTN-U1089,USER
CMD006126,2026-06-10 11:32:00,U1016,patricia.thomas,cat readme.txt,WKSTN-U1016,USER
CMD013289,2026-06-10 11:14:00,U1032,paul.wright91,ls -la,WKSTN-U1032,USER
CMD036068,2026-06-10 10:56:00,U1088,andrew.smith85,systeminfo,WKSTN-U1088,USER
CMD012009,2026-06-10 11:57:00,U1029,michelle.garcia54,clear,WKSTN-U1029,USER
CMD006124,2026-06-10 11:03:00,U1016,patricia.thomas,cd project/,WKSTN-U1016,USER
CMD034231,2026-06-10 10:59:00,U1084,joshua.taylor,systeminfo,WKSTN-U1084,USER
CMD034695,2026-06-10 12:14:00,U1085,barbara.walker67,systeminfo,WKSTN-U1085,USER
CMD023633,2026-06-10 11:38:00,U1058,jennifer.ramirez18,dir,WKSTN-U1058,USER
CMD008874,2026-06-10 12:00:00,U1022,sandra.brown,dir,WKSTN-U1022,USER
CMD010669,2026-06-10 11:16:00,U1026,,ipconfig,WKSTN-U1026,USER
CMD022461,2026-06-10 10:54:00,U1055,patricia.wilson54,clear,WKSTN-U1055,USER
CMD036951,2026-06-10 11:34:00,U1090,mary.hill,  systeminfo ,WKSTN-U1090,USER
CMD009326,2026-06-10 14:08:00,U1023,richard.wright,git pull,WKSTN-U1023,
CMD007970,2026-06-10 12:21:00,U1020,andrew.thomas36,whoami,WKSTN-U1020,USER
CMD021240,2026-06-10 13:22:00,U1052,paul.taylor,,WKSTN-U1052	,USER
CMD034693,2026-06-10 12:28:00,U1085,barbara.walker67,ping 10.0.0.5,WKSTN-U1085,USER
CMD011581,2026-06-10 12:51:00,U1028,john.hill,git pull,WKSTN-U1028,USER
CMD037400,2026-06-10 12:16:00,U1091,linda.robinson,dir,,USER
CMD038282,2026-06-10 13:53:00,U1093,sarah.clark44,ping 10.0.0.5,WKSTN-U1093,USER
CMD035138,2026-06-10 14:14:00,U1086,  steven.thompson53 ,whoami,WKSTN-U1086,USER
CMD033781,2026-06-10 13:04:00,U1083,sarah.allen70,cd project/,WKSTN-U1083,USER
CMD012008,2026-06-10 13:01:00,U1029,michelle.garcia54,cat readme.txt,WKSTN-U1029,USER
CMD035573,2026-06-10 14:07:00,U1087,charles.sanchez,cd project/,WKSTN-U1087,USER
CMD007060,2026-06-10 13:51:00,U1018,betty.white57,clear,,USER
CMD035139,2026-06-10 13:22:00,U1086,steven.thompson53,git status,WKSTN-U1086,USER
CMD032907,2026-06-10 12:39:00,U1081,margaret.davis,ping 10.0.0.5,WKSTN-U1081,USER
CMD032910,2026-06-10 13:24:00,U1081,margaret.davis,ls -la,WKSTN-U1081,USER
CMD033784,2026-06-10 12:50:00,U1083,  sarah.allen70 ,cd project/,  WKSTN-U1083 ,USER
CMD035140,2026-06-10 12:29:00,U1086,steven.thompson53,clear,WKSTN-U1086,USER
CMD032056,2026-06-10 13:29:00,U1079,emily.jones,dir,WKSTN-U1079,USER
CMD007528,2026-06-10 14:07:00,U1019,  donna.anderson ,git pull,WKSTN-U1019,USER
CMD010222,2026-06-10 13:08:00,U1025,betty.brown22,ping 10.0.0.5	,WKSTN-U1025,USER
CMD038730,2026-06-10 13:26:00,U1094,elizabeth.lewis69,  systeminfo ,WKSTN-U1094,USER
CMD003310,2026-06-10 14:08:00,U1009,daniel.brown,cat readme.txt,WKSTN-U1009,USER
CMD037401,2026-06-10 12:24:00,U1091,linda.robinson,dir,WKSTN-U1091,USER
CMD034232,2026-06-10 13:05:00,U1084,joshua.taylor,git status,WKSTN-U1084,USER
CMD012447,2026-06-10 13:23:00,U1030,betty.rodriguez86,dir,WKSTN-U1030,USER
CMD007061,2026-06-10 15:09:00,U1018,betty.white57,clear,WKSTN-U1018,USER
CMD009771,2026-06-10 15:31:00,U1024,emily.miller,df -h,WKSTN-U1024,USER
CMD032477,2026-06-10 15:39:00,U1080,joseph.jackson91,whoami,WKSTN-U1080,USER
CMD037852,2026-06-10 16:09:00,U1092,steven.thomas,cat readme.txt,WKSTN-U1092,USER
CMD023632,2026-06-10 14:36:00,U1058,jennifer.ramirez18,systeminfo,WKSTN-U1058,USER
CMD032478,2026-06-10 15:10:00,U1080,joseph.jackson91,,WKSTN-U1080,USER
CMD008408,2026-06-10 14:34:00,U1021,jessica.walker,df -h,WKSTN-U1021,USER
CMD018441,2026-06-10 15:18:00,U1045,daniel.sanchez90,systeminfo,WKSTN-U1045,USER
CMD009769,2026-06-10 14:55:00,U1024,emily.miller,top,WKSTN-U1024,USER
CMD012448,2026-06-10 14:29:00,U1030,betty.rodriguez86,git status,WKSTN-U1030,USER
CMD013288,2026-06-10 14:55:00,U1032,paul.wright91,top	,WKSTN-U1032,USER
CMD032058,2026-06-10 16:19:00,U1079,emily.jones,,WKSTN-U1079,USER
CMD034694,2026-06-10 15:31:00,U1085,barbara.walker67,clear,WKSTN-U1085,USER
CMD008409,2026-06-10 16:05:00,U1021,jessica.walker,ipconfig,WKSTN-U1021,USER
CMD009768,2026-06-10 16:16:00,U1024,emily.miller,top,WKSTN-U1024,USER
CMD010220,2026-06-10 14:59:00,U1025,betty.brown22,df -h,WKSTN-U1025,USER
CMD036952,2026-06-10 14:18:00,U1090,mary.hill,ping 10.0.0.5,WKSTN-U1090,USER
CMD022464,2026-06-10 15:03:00,U1055,patricia.wilson54,df -h,WKSTN-U1055,USER
CMD037849,2026-06-10 15:48:00,U1092,steven.thomas,cd project/,WKSTN-U1092,USER
CMD022463,2026-06-10 14:32:00,U1055,patricia.wilson54,clear,WKSTN-U1055,USER
CMD038728,2026-06-10 16:12:00,U1094,elizabeth.lewis69,,WKSTN-U1094,USER
CMD035141,2026-06-10 14:35:00,U1086,steven.thompson53,systeminfo,WKSTN-U1086,USER
CMD036954,2026-06-10 14:26:00,U1090,mary.hill,git pull,WKSTN-U1090,USER
CMD033782,2026-06-10 15:37:00,U1083,sarah.allen70,clear,WKSTN-U1083,USER
CMD021239,2026-06-10 15:15:00,U1052,paul.taylor,df -h,WKSTN-U1052,USER
CMD006616,2026-06-11 07:51:00,U1017,emily.hernandez34,ls -la,WKSTN-U1017,USER
CMD010668,2026-06-10 16:35:00,U1026,elizabeth.gonzalez,cd project/,WKSTN-U1026,USER
CMD010221,2026-06-10 16:23:00,U1025,BETTY.BROWN22,top,WKSTN-U1025,USER
CMD011580,2026-06-10 16:45:00,U1028,john.hill,clear,WKSTN-U1028,USER
CMD035591,2026-06-11 07:56:00,U1087,charles.sanchez,df -h,WKSTN-U1087,USER
CMD022462,2026-06-10 16:44:00,U1055,patricia.wilson54,systeminfo,WKSTN-U1055,USER
CMD012470,2026-06-11 08:32:00,U1030,betty.rodriguez86,ipconfig,WKSTN-U1030,USER
CMD032936,2026-06-11 09:25:00,U1081,margaret.davis,cd project/,WKSTN-U1081,USER
CMD034714,2026-06-11 09:50:00,U1085,barbara.walker67,ls -la,WKSTN-U1085,USER
CMD011120,2026-06-10 16:28:00,U1027,patricia.brown75,cd project/,WKSTN-U1027	,USER
CMD010689,2026-06-11 10:02:00,U1026,elizabeth.gonzalez,git pull,WKSTN-U1026,USER
CMD006618,2026-06-11 07:28:00,U1017,emily.hernandez34,git status,WKSTN-U1017,USER
CMD017274,2026-06-11 07:22:00,U1042,michael.hill56,ping 10.0.0.5,WKSTN-U1042,USER
