event_id,timestamp,user_id,username,application,duration_minutes,device
APP021303,2026-06-16 09:03:00,U1052,paul.taylor,Salesforce,61,WKSTN-U1052
APP036135,2026-06-16 09:10:00,U1088,  andrew.smith85 ,PuTTY,53,WKSTN-U1088
APP031310,2026-06-16 09:24:00,U1077,kimberly.harris58,DocuSign,70,WKSTN-U1077
APP020497,2026-06-16 09:39:00,U1050,michael.ramirez,Excel,7,WKSTN-U1050
APP019336,2026-06-16 09:29:00,U1047,sandra.lewis,Salesforce,89,WKSTN-U1047
APP028101,2026-06-16 09:05:00,U1069,jessica.clark,Outlook,90,WKSTN-U1069
APP030119,2026-06-16 09:27:00,U1074,sarah.williams7,Word,75,
APP041181,2026-06-16 09:53:00,U1100,daniel.brown38,Excel,84,WKSTN-U1100
APP030918,2026-06-16 09:40:00,U1076,john.torres,Word,74,WKSTN-U1076
APP026925,2026-06-16 09:46:00,U1066,michelle.wright62,Word,,WKSTN-U1066
APP028103,2026-06-16 09:31:00,U1069,,Chrome,84,WKSTN-U1069
APP025709,2026-06-16 09:20:00,U1063,john.nguyen,Outlook,13,WKSTN-U1063
APP027684,2026-06-16 09:53:00,U1068,susan.thompson34,Outlook,17,WKSTN-U1068
APP013363,2026-06-16 09:41:00,U1032,paul.wright91,Outlook,34,WKSTN-U1032
APP037925,2026-06-16 09:31:00,U1092,steven.thomas,Terminal,59,WKSTN-U1092
APP015336,2026-06-16 09:31:00,U1037,robert.martin,Chrome,69,WKSTN-U1037
APP008040,2026-06-16 10:24:00,U1020,andrew.thomas36,Jenkins,84,WKSTN-U1020
APP023703,2026-06-16 10:18:00,U1058,jennifer.ramirez18,Salesforce,71,WKSTN-U1058
APP028945,2026-06-16 10:05:00,U1071,matthew.robinson35,DocuSign,77,WKSTN-U1071
APP008951,2026-06-16 10:10:00,U1022,SANDRA.BROWN,Slack,22,
APP004132,2026-06-16 10:01:00,U1011,donna.ramirez75,SAP,70,WKSTN-U1011
APP009842,2026-06-16 10:05:00,U1024,emily.miller,Chrome,N/A,WKSTN-U1024
APP005367,2026-06-16 10:25:00,U1014,james.taylor,Excel,89,WKSTN-U1014
APP012939,2026-06-16 10:13:00,U1031,john.wright28,Workday,54,WKSTN-U1031	
APP038354,2026-06-16 10:15:00,U1093,sarah.clark44,PuTTY,14,WKSTN-U1093
APP022527,2026-06-16 10:07:00,U1055,patricia.wilson54,Zoom,62,WKSTN-U1055
APP002619,2026-06-16 10:03:00,U1007,sarah.robinson82,QuickBooks,74,WKSTN-U1007
APP019338,2026-06-16 10:14:00,U1047,sandra.lewis,Excel,78,WKSTN-U1047
APP004531,2026-06-16 10:07:00,U1012,LINDA.MARTINEZ,Chrome,80,WKSTN-U1012
APP011194,2026-06-16 10:23:00,U1027,patricia.brown75,Git,56,WKSTN-U1027
APP021304,2026-06-16 10:01:00,U1052,,chrome,10,WKSTN-U1052
APP028941,2026-06-16 10:13:00,U1071,matthew.robinson35,DocuSign,20,WKSTN-U1071
APP028105,2026-06-16 10:11:00,U1069,jessica.clark,DocuSign,38,WKSTN-U1069
APP006673,2026-06-16 10:21:00,U1017,emily.hernandez34,Git,39,WKSTN-U1017
APP003769,2026-06-16 10:06:00,U1010,susan.young51,Chrome,73,WKSTN-U1010
APP037034,2026-06-16 10:24:00,U1090,mary.hill,Slack,8,WKSTN-U1090
APP007596,2026-06-16 09:55:00,U1019,donna.anderson,Docker Desktop,29,WKSTN-U1019
APP024924,2026-06-16 10:03:00,U1061,jessica.rodriguez,Zoom,12,WKSTN-U1061
APP029345,2026-06-16 10:10:00,U1072,kenneth.lopez,Chrome,69,WKSTN-U1072	
APP039620,2026-06-16 10:21:00,U1096,david.allen76,Outlook,13,WKSTN-U1096
APP023301,2026-06-16 10:27:00,U1057,nancy.sanchez,Excel	,88,WKSTN-U1057
APP008481,2026-06-16 10:40:00,U1021,jessica.walker,Jenkins,78,WKSTN-U1021
APP034769,2026-06-16 10:52:00,U1085,barbara.walker67,TERMINAL,28,WKSTN-U1085
APP022910,2026-06-16 10:30:00,U1056,anthony.clark,Zoom,64,WKSTN-U1056
APP038356,2026-06-16 10:30:00,U1093,sarah.clark44,Active Directory Console,72,WKSTN-U1093
APP036134,2026-06-16 10:53:00,U1088,andrew.smith85,Slack,89,WKSTN-U1088
APP021691,2026-06-16 10:52:00,U1053,john.jackson31,  Outlook ,46,WKSTN-U1053
APP014133,2026-06-16 10:36:00,U1034,thomas.allen63,Chrome,79,WKSTN-U1034
APP031711,2026-06-16 10:38:00,U1078,michelle.miller	,Word,80,WKSTN-U1078
APP020910,2026-06-16 10:37:00,U1051,sandra.king72,Chrome,67,WKSTN-U1051
APP037033,2026-06-16 10:46:00,U1090,mary.hill,TERMINAL,72,WKSTN-U1090
APP037465,2026-06-16 10:47:00,U1091,linda.robinson,Chrome,34,WKSTN-U1091
APP010295,2026-06-16 10:52:00,U1025,betty.brown22,Docker Desktop,30,WKSTN-U1025
APP008042,2026-06-16 10:33:00,U1020,andrew.thomas36,VSCode,24,WKSTN-U1020
APP029721,2026-06-16 10:40:00,U1073,michael.gonzalez,outlook,16,WKSTN-U1073
APP018504,2026-06-16 10:56:00,U1045,daniel.sanchez90,Chrome,60,WKSTN-U1045
APP033409,2026-06-16 10:38:00,U1082,  karen.hill96 ,Terminal,83,WKSTN-U1082
APP029719,2026-06-16 10:55:00,U1073,MICHAEL.GONZALEZ,CHROME,5,WKSTN-U1073
APP022110,2026-06-16 10:43:00,U1054,anthony.martinez,Excel,76,WKSTN-U1054
APP010296,2026-06-16 10:34:00,U1025,betty.brown22,Docker Desktop,68,WKSTN-U1025
APP014923,2026-06-16 10:36:00,U1036,linda.jones,Workday,8,WKSTN-U1036
APP014539,2026-06-16 10:48:00,U1035,nancy.rodriguez82,Workday,52,WKSTN-U1035
APP001829,2026-06-16 10:50:00,U1005,robert.robinson,SAP,81,WKSTN-U1005
APP036571,2026-06-16 10:41:00,U1089,paul.brown27,Wireshark,86,WKSTN-U1089
APP035648,2026-06-16 11:00:00,U1087,charles.sanchez,PuTTY,23,
APP028104,2026-06-16 10:46:00,U1069,jessica.clark,DocuSign,65,WKSTN-U1069
APP002992,2026-06-16 11:29:00,U1008,joshua.hernandez,QUICKBOOKS,66,WKSTN-U1008	
APP041180,2026-06-16 11:04:00,U1100,daniel.brown38,PowerPoint,86,WKSTN-U1100
APP029346,2026-06-16 11:27:00,U1072,kenneth.lopez,DocuSign,22,WKSTN-U1072
APP038800,2026-06-16 11:08:00,U1094,elizabeth.lewis69,Chrome,89,WKSTN-U1094
APP010743,2026-06-16 11:07:00,U1026,elizabeth.gonzalez,Docker Desktop,88,WKSTN-U1026
APP005776,2026-06-16 11:31:00,U1015,lisa.hernandez,,20,WKSTN-U1015
APP039618,2026-06-16 11:08:00,U1096,david.allen76,Chrome,37,WKSTN-U1096
APP025312,2026-06-16 11:06:00,U1062,william.martin,Outlook,28,WKSTN-U1062
APP014925,2026-06-16 11:19:00,U1036,linda.jones,Outlook,18,WKSTN-U1036
APP019736,2026-06-16 11:21:00,U1048,jennifer.thomas87,Chrome,27,WKSTN-U1048
APP016918,2026-06-16 11:34:00,U1041,matthew.allen52,Workday,46,WKSTN-U1041
APP011660,2026-06-16 11:18:00,U1028,john.hill,Slack,65,WKSTN-U1028
APP040805,2026-06-16 11:19:00,U1099,joseph.garcia,Outlook,27,WKSTN-U1099
APP005778,2026-06-16 11:28:00,U1015,lisa.hernandez,Excel,28,WKSTN-U1015
APP000208,2026-06-16 11:33:00,U1001,linda.johnson95,Outlook,17,WKSTN-U1001
APP026110,2026-06-16 11:28:00,U1064,matthew.wright55,  DocuSign ,34,WKSTN-U1064
APP006674,2026-06-16 11:31:00,U1017,emily.hernandez34,Git,16,WKSTN-U1017
APP017723,2026-06-16 11:27:00,U1043,thomas.williams91,Outlook,81,WKSTN-U1043
APP037926,2026-06-16 11:24:00,U1092,steven.thomas,Terminal,64,WKSTN-U1092
APP024101,2026-06-16 11:28:00,U1059,daniel.perez98,excel,39,WKSTN-U1059
APP013362,2026-06-16 11:33:00,U1032,paul.wright91,Chrome,88,WKSTN-U1032
APP002991,2026-06-16 11:19:00,U1008,joshua.hernandez	,SAP,31,WKSTN-U1008
APP025311,2026-06-16 11:32:00,U1062,william.martin,Outlook,56,
APP032989,2026-06-16 11:18:00,U1081,margaret.davis,Terminal,44,WKSTN-U1081
APP005369,2026-06-16 11:35:00,U1014,JAMES.TAYLOR,SAP,62,WKSTN-U1014
APP024102,2026-06-16 12:12:00,U1059,daniel.perez98,Zoom,75,WKSTN-U1059
APP017725,2026-06-16 12:18:00,U1043,thomas.williams91,  CHROME ,26,WKSTN-U1043
APP026111,2026-06-16 11:54:00,U1064,matthew.wright55,DocuSign,59,WKSTN-U1064
APP026926,2026-06-16 11:52:00,U1066,michelle.wright62,Chrome,77,WKSTN-U1066
APP024921,2026-06-16 11:48:00,U1061,jessica.rodriguez	,Chrome,44,WKSTN-U1061
APP007142,2026-06-16 12:25:00,U1018,betty.white57,Docker Desktop,71,WKSTN-U1018
APP038357,2026-06-16 11:42:00,U1093,sarah.clark44,Terminal,,WKSTN-U1093
APP039209,2026-06-16 11:41:00,U1095,richard.thomas74,Excel,36,WKSTN-U1095
APP009843,2026-06-16 12:22:00,U1024,emily.miller,Chrome,82,WKSTN-U1024
APP024507,2026-06-16 11:50:00,U1060,matthew.anderson,Salesforce,68,WKSTN-U1060
APP034770,2026-06-16 11:41:00,U1085,barbara.walker67,Slack,7,WKSTN-U1085
APP028528,2026-06-16 12:26:00,U1070,betty.thomas40,chrome,45,WKSTN-U1070
APP024506,2026-06-16 12:05:00,U1060,matthew.anderson,Salesforce,33,WKSTN-U1060
APP018931,2026-06-16 11:43:00,U1046,michelle.torres39,Excel,67,WKSTN-U1046
APP038355,2026-06-16 12:11:00,U1093,sarah.clark44,Wireshark,11,WKSTN-U1093
APP011658,2026-06-16 11:37:00,U1028,john.hill,Slack,19,WKSTN-U1028
APP036133,2026-06-16 12:16:00,U1088,andrew.smith85,Wireshark,62,WKSTN-U1088
APP020500,2026-06-16 12:02:00,U1050,michael.ramirez,,4,WKSTN-U1050
APP013753,2026-06-16 11:59:00,U1033,linda.miller,Chrome,17,WKSTN-U1033
APP026928,2026-06-16 11:47:00,U1066,michelle.wright62,DocuSign,-86.0,WKSTN-U1066
APP039211,2026-06-16 12:18:00,U1095,richard.thomas74	,Excel,2,WKSTN-U1095
APP005370,2026-06-16 12:01:00,U1014,james.taylor,Chrome,61,
APP033859,2026-06-16 11:43:00,U1083,sarah.allen70,active directory console,30,WKSTN-U1083
APP029718,2026-06-16 11:42:00,U1073,michael.gonzalez,Word,44,WKSTN-U1073
APP003771,2026-06-16 11:36:00,U1010,susan.young51,Excel,25,WKSTN-U1010
APP020106,2026-06-16 12:26:00,U1049,michelle.jones59,Excel,85,WKSTN-U1049
APP018930,2026-06-16 13:01:00,U1046,michelle.torres39,Chrome,71,WKSTN-U1046
APP018120,2026-06-16 12:50:00,U1044,lisa.ramirez9,Outlook,5,WKSTN-U1044
APP019739,2026-06-16 12:57:00,U1048,jennifer.thomas87,Excel,72,WKSTN-U1048
APP024923,2026-06-16 12:29:00,U1061,jessica.rodriguez,  Zoom ,90,WKSTN-U1061
APP009841,2026-06-16 12:26:00,U1024,EMILY.MILLER,  Slack ,72,WKSTN-U1024
APP035216,2026-06-16 12:52:00,U1086,steven.thompson53,Wireshark,82,WKSTN-U1086
APP030920,2026-06-16 12:40:00,U1076,john.torres,DocuSign,81,WKSTN-U1076
APP037035,2026-06-16 12:52:00,U1090,,PuTTY,59,WKSTN-U1090
APP035646,2026-06-16 12:50:00,U1087,charles.sanchez,Terminal,30,WKSTN-U1087
APP009844,2026-06-16 12:40:00,U1024,emily.miller,Slack,27,  WKSTN-U1024 
APP018929,2026-06-16 12:48:00,U1046,michelle.torres39,Outlook,29,WKSTN-U1046
APP015736,2026-06-16 12:30:00,U1038,,workday,10,WKSTN-U1038
APP017326,2026-06-16 12:38:00,U1042,michael.hill56,Outlook,46,WKSTN-U1042
APP016533,2026-06-16 13:01:00,U1040,matthew.martin,Excel,6,WKSTN-U1040
APP006195,2026-06-16 12:46:00,U1016,patricia.thomas,VSCode,24,WKSTN-U1016
APP001437,2026-06-16 12:57:00,U1004,elizabeth.wilson98,SAP,20,WKSTN-U1004
APP023704,2026-06-16 12:39:00,U1058,  jennifer.ramirez18 ,Outlook,35,  WKSTN-U1058 
APP030529,2026-06-16 12:31:00,U1075,steven.lewis,Outlook,60,WKSTN-U1075
APP028102,2026-06-16 12:44:00,U1069,jessica.clark,DocuSign,30,WKSTN-U1069
APP034311,2026-06-16 12:43:00,U1084,joshua.taylor,Terminal,61,WKSTN-U1084
APP001826,2026-06-16 12:45:00,U1005,robert.robinson,Outlook,10,WKSTN-U1005
APP003375,2026-06-16 12:54:00,U1009,daniel.brown,QuickBooks,75,WKSTN-U1009
APP001035,2026-06-16 12:49:00,U1003,kenneth.clark29,Outlook,59,WKSTN-U1003
APP022109,2026-06-16 12:48:00,U1054,anthony.martinez,Zoom,20,WKSTN-U1054
APP022909,2026-06-16 13:32:00,U1056,anthony.clark	,Chrome,66,WKSTN-U1056
APP020498,2026-06-16 13:39:00,U1050,michael.ramirez,  ZOOM ,24,WKSTN-U1050
APP027318,2026-06-16 13:37:00,U1067,paul.thomas97,Chrome,29,WKSTN-U1067
APP036569,2026-06-16 13:10:00,U1089,paul.brown27,PuTTY,43,WKSTN-U1089
APP015334,2026-06-16 13:37:00,U1037,robert.martin,Chrome,88,WKSTN-U1037
APP027685,2026-06-16 13:23:00,U1068,susan.thompson34,Outlook,76,WKSTN-U1068
APP005368,2026-06-16 13:20:00,U1014,james.taylor,QuickBooks,54,WKSTN-U1014
APP024922,2026-06-16 13:35:00,U1061,jessica.rodriguez,ZOOM,34,WKSTN-U1061
APP033858,2026-06-16 13:13:00,U1083,sarah.allen70,Wireshark,55,WKSTN-U1083
APP026497,2026-06-16 13:35:00,U1065,michael.ramirez47,DocuSign,3,WKSTN-U1065
APP026108,2026-06-16 13:30:00,U1064,matthew.wright55,DocuSign,10,WKSTN-U1064
APP036570,2026-06-16 13:01:00,U1089,paul.brown27,Chrome,,WKSTN-U1089
APP021690,2026-06-16 13:37:00,U1053,JOHN.JACKSON31,Excel,11,WKSTN-U1053
APP034310,2026-06-16 13:26:00,U1084,joshua.taylor,wireshark,76,WKSTN-U1084
APP007143,2026-06-16 13:05:00,U1018,betty.white57,Git,44,WKSTN-U1018
APP030531,2026-06-16 13:36:00,U1075,steven.lewis,Outlook,54,WKSTN-U1075
APP012081,2026-06-16 13:35:00,U1029,michelle.garcia54	,Chrome,25,WKSTN-U1029
APP027686,2026-06-16 13:40:00,U1068,susan.thompson34,Outlook,2,WKSTN-U1068
APP025708,2026-06-16 13:24:00,U1063,john.nguyen,Outlook,80,WKSTN-U1063
APP016919,2026-06-16 13:23:00,U1041,,Workday,82,WKSTN-U1041
APP008482,2026-06-16 13:17:00,U1021,jessica.walker,Slack,48,WKSTN-U1021
APP004131,2026-06-16 13:12:00,U1011,donna.ramirez75,  Chrome ,61,WKSTN-U1011
APP038799,2026-06-16 13:30:00,U1094,elizabeth.lewis69,Chrome,25,WKSTN-U1094
APP021693,2026-06-16 13:19:00,U1053,john.jackson31,Zoom,68,WKSTN-U1053
APP026927,2026-06-16 13:05:00,U1066,MICHELLE.WRIGHT62,DocuSign,36,WKSTN-U1066
APP030532,2026-06-16 14:18:00,U1075,steven.lewis,,80,WKSTN-U1075
APP003772,2026-06-16 14:17:00,U1010,susan.young51,Chrome,15,WKSTN-U1010
APP020107,2026-06-16 14:20:00,U1049,michelle.jones59,Excel,26,WKSTN-U1049
APP037924,2026-06-16 14:15:00,U1092,steven.thomas,Chrome,48,WKSTN-U1092
APP030919,2026-06-16 14:02:00,U1076,john.torres,Outlook,89,WKSTN-U1076
APP031713,2026-06-16 13:41:00,U1078,michelle.miller,Outlook,77,WKSTN-U1078
APP010297,2026-06-16 13:48:00,U1025,betty.brown22,docker desktop,57,WKSTN-U1025
APP040806,2026-06-16 14:04:00,U1099,joseph.garcia,Zoom,,WKSTN-U1099
APP007598,2026-06-16 13:55:00,U1019,donna.anderson,JENKINS,69,WKSTN-U1019
APP033410,2026-06-16 13:52:00,U1082,karen.hill96,Active Directory Console	,16,WKSTN-U1082
APP026501,2026-06-16 14:19:00,U1065,michael.ramirez47,Chrome,89,WKSTN-U1065
APP023302,2026-06-16 13:50:00,U1057,nancy.sanchez,Salesforce,34,WKSTN-U1057
APP015333,2026-06-16 14:15:00,U1037,robert.martin,OUTLOOK,26,WKSTN-U1037
APP011661,2026-06-16 14:03:00,U1028,john.hill,Slack,29,WKSTN-U1028
APP017327,2026-06-16 13:53:00,U1042,michael.hill56,Chrome,80,WKSTN-U1042
APP009399,2026-06-16 13:40:00,U1023,richard.wright,Slack,11,WKSTN-U1023
APP000207,2026-06-16 14:17:00,U1001,linda.johnson95,SAP,42,WKSTN-U1001
APP000620,2026-06-16 13:44:00,U1002,donna.ramirez,SAP,38,WKSTN-U1002
APP015332,2026-06-16 14:20:00,U1037,robert.martin,  Chrome ,69,WKSTN-U1037
APP011193,2026-06-16 13:48:00,U1027,patricia.brown75,Slack,70,WKSTN-U1027
APP027688,2026-06-16 13:50:00,U1068,susan.thompson34,Word,12,WKSTN-U1068
APP040425,2026-06-16 14:03:00,U1098,nancy.wright49,Excel,27,WKSTN-U1098
APP006197,2026-06-16 13:50:00,U1016,patricia.thomas,Chrome,80,WKSTN-U1016
APP029722,2026-06-16 13:48:00,U1073,michael.gonzalez,Word,7,WKSTN-U1073
APP032988,2026-06-16 14:16:00,U1081,margaret.davis,Chrome,14,WKSTN-U1081
APP029344,2026-06-16 14:41:00,U1072,kenneth.lopez,Chrome,,WKSTN-U1072
APP022111,2026-06-16 14:48:00,U1054,anthony.martinez,Salesforce,3,WKSTN-U1054
APP022526,2026-06-16 14:35:00,U1055,patricia.wilson54,Chrome,31,WKSTN-U1055
APP031309,2026-06-16 14:50:00,U1077,kimberly.harris58,Outlook,3,WKSTN-U1077
APP039619,2026-06-16 14:45:00,U1096,david.allen76,Excel,87,WKSTN-U1096
APP026109,2026-06-16 14:53:00,U1064,matthew.wright55,DocuSign,5,WKSTN-U1064
APP013361,2026-06-16 14:36:00,U1032,paul.wright91,Workday,32,WKSTN-U1032
APP008483,2026-06-16 14:28:00,U1021,jessica.walker,Docker Desktop,71,WKSTN-U1021
APP003376,2026-06-16 14:56:00,U1009,daniel.brown,QuickBooks,26,  WKSTN-U1009 
APP002617,2026-06-16 14:37:00,U1007,sarah.robinson82,QuickBooks,85,WKSTN-U1007
APP032990,2026-06-16 14:34:00,U1081,margaret.davis,PuTTY,39,WKSTN-U1081
APP001038,2026-06-16 14:50:00,U1003,kenneth.clark29,,68,WKSTN-U1003
APP008950,2026-06-16 14:51:00,U1022,sandra.brown,Jenkins,43,WKSTN-U1022
APP000619,2026-06-16 14:58:00,U1002,donna.ramirez,SAP,74,WKSTN-U1002
APP028943,2026-06-16 14:25:00,U1071,matthew.robinson35,Chrome,79,
APP029720,2026-06-16 14:47:00,U1073,michael.gonzalez,CHROME,49,WKSTN-U1073
APP020912,2026-06-16 14:34:00,U1051,sandra.king72,Salesforce,69,WKSTN-U1051
APP018119,2026-06-16 14:31:00,U1044,lisa.ramirez9,Workday,17,WKSTN-U1044
APP018928,2026-06-16 14:36:00,U1046,michelle.torres39,Chrome,,WKSTN-U1046
APP002620,2026-06-16 14:38:00,U1007,sarah.robinson82,QuickBooks,35,WKSTN-U1007
APP040035,2026-06-16 14:57:00,U1097,mark.martinez10,Zoom,52,WKSTN-U1097
APP010298,2026-06-16 14:34:00,U1025,betty.brown22,Chrome,77,WKSTN-U1025
APP008953,2026-06-16 14:50:00,U1022,  sandra.brown ,Git,45,WKSTN-U1022
APP003378,2026-06-16 14:50:00,U1009,daniel.brown,Chrome,31,WKSTN-U1009
APP037464,2026-06-16 14:24:00,U1091,linda.robinson,Terminal,47,WKSTN-U1091
APP004955,2026-06-16 15:19:00,U1013,emily.smith,Chrome,52,WKSTN-U1013
APP002988,2026-06-16 15:24:00,U1008,joshua.hernandez,QuickBooks,14,WKSTN-U1008
APP035217,2026-06-16 15:28:00,U1086,steven.thompson53,PuTTY,31,WKSTN-U1086
APP039210,2026-06-16 15:16:00,U1095,richard.thomas74,Zoom,15,WKSTN-U1095
APP040423,2026-06-16 15:17:00,U1098,nancy.wright49,Chrome,39,WKSTN-U1098
APP002990,2026-06-16 15:06:00,U1008,joshua.hernandez,Chrome,25,WKSTN-U1008
APP004530,2026-06-16 15:24:00,U1012,linda.martinez,  Excel ,85,WKSTN-U1012
APP008043,2026-06-16 15:13:00,U1020,andrew.thomas36,Docker Desktop,13,WKSTN-U1020
APP022528,2026-06-16 15:35:00,U1055,patricia.wilson54,Outlook,74,WKSTN-U1055
APP031710,2026-06-16 15:24:00,U1078,michelle.miller,DocuSign,65,WKSTN-U1078
APP011196,2026-06-16 15:11:00,U1027,patricia.brown75,Docker Desktop,8,WKSTN-U1027
APP008041,2026-06-16 15:32:00,U1020,andrew.thomas36,  VSCode ,75,WKSTN-U1020
APP032133,2026-06-16 15:19:00,U1079,emily.jones,Terminal,80,WKSTN-U1079
APP005777,2026-06-16 15:33:00,U1015,lisa.hernandez,  Chrome ,63,WKSTN-U1015
APP012938,2026-06-16 15:18:00,U1031,john.wright28,Excel,31,WKSTN-U1031
APP023705,2026-06-16 15:08:00,U1058,jennifer.ramirez18,Zoom,37,WKSTN-U1058
APP017325,2026-06-16 15:20:00,U1042,michael.hill56,Workday,15,WKSTN-U1042
APP026500,2026-06-16 15:03:00,U1065,michael.ramirez47,Outlook,11,WKSTN-U1065
APP012083,2026-06-16 15:37:00,U1029,michelle.garcia54,Chrome,45,WKSTN-U1029
APP028527,2026-06-16 15:08:00,U1070,betty.thomas40,Word,11,WKSTN-U1070
APP001436,2026-06-16 15:12:00,U1004,elizabeth.wilson98,QuickBooks	,22,WKSTN-U1004
APP037927,2026-06-16 15:14:00,U1092,STEVEN.THOMAS,PuTTY,32,WKSTN-U1092
APP039207,2026-06-16 15:25:00,U1095,richard.thomas74,zoom,52,WKSTN-U1095
APP008044,2026-06-16 15:26:00,U1020,andrew.thomas36,Chrome,6,WKSTN-U1020
APP014136,2026-06-16 15:01:00,U1034,thomas.allen63,Outlook,26,WKSTN-U1034
APP040424,2026-06-16 16:07:00,U1098,nancy.wright49,Zoom,44,WKSTN-U1098
APP001037,2026-06-16 15:56:00,U1003,kenneth.clark29,,38,WKSTN-U1003
APP005366,2026-06-16 15:52:00,U1014,james.taylor,QuickBooks,3,WKSTN-U1014
APP016917,2026-06-16 16:01:00,U1041,matthew.allen52,Outlook,85,WKSTN-U1041
APP003770,2026-06-16 16:23:00,U1010,susan.young51,Excel,12,WKSTN-U1010
APP035218,2026-06-16 15:42:00,U1086,steven.thompson53,Active Directory Console,83,WKSTN-U1086
APP002618,2026-06-16 15:54:00,U1007,sarah.robinson82,Chrome,3,
APP040036,2026-06-16 16:08:00,U1097,mark.martinez10,PowerPoint,67,WKSTN-U1097
APP032130,2026-06-16 15:38:00,U1079,emily.jones,Chrome,69,WKSTN-U1079
APP017724,2026-06-16 15:58:00,U1043,thomas.williams91,Chrome,79,WKSTN-U1043
APP003377,2026-06-16 15:51:00,U1009,,Excel,43,WKSTN-U1009
APP016128,2026-06-16 16:00:00,U1039,mark.thomas,Excel,20,WKSTN-U1039
APP017328,2026-06-16 16:09:00,U1042,michael.hill56,Chrome,10,WKSTN-U1042
APP007140,2026-06-16 15:38:00,U1018,betty.white57,Git,50,  WKSTN-U1018 
APP015335,2026-06-16 15:51:00,U1037,robert.martin,Outlook,84,WKSTN-U1037
APP037032,2026-06-16 15:51:00,U1090,mary.hill,Chrome,24,WKSTN-U1090
APP020911,2026-06-16 15:49:00,U1051,sandra.king72,Chrome,90,WKSTN-U1051
APP030122,2026-06-16 15:52:00,U1074,sarah.williams7,Word,20,WKSTN-U1074
APP000206,2026-06-16 15:59:00,U1001,,QuickBooks,67,WKSTN-U1001
APP030530,2026-06-16 15:45:00,U1075,  steven.lewis ,Outlook,19,WKSTN-U1075
APP032132,2026-06-16 16:10:00,U1079,emily.jones,Active Directory Console,60,WKSTN-U1079
APP014538,2026-06-16 15:43:00,U1035,nancy.rodriguez82,Workday,64,WKSTN-U1035
APP012080,2026-06-16 16:20:00,U1029,michelle.garcia54,Slack	,72,WKSTN-U1029
APP025707,2026-06-16 15:48:00,U1063,john.nguyen,Word,35,WKSTN-U1063
APP040807,2026-06-16 16:05:00,U1099,joseph.garcia,Chrome,35,WKSTN-U1099
APP014924,2026-06-16 16:48:00,U1036,linda.jones,Outlook,25,WKSTN-U1036
APP001036,2026-06-16 17:56:00,U1003,kenneth.clark29,Outlook,2,WKSTN-U1003
APP019752,2026-06-17 07:11:00,U1048,jennifer.thomas87,Excel,57,WKSTN-U1048
APP017324,2026-06-16 16:52:00,U1042,michael.hill56,Excel,71,WKSTN-U1042
APP021692,2026-06-16 16:46:00,U1053,john.jackson31,Outlook,65,WKSTN-U1053
APP002989,2026-06-16 17:33:00,U1008,joshua.hernandez,Outlook,45,WKSTN-U1008
APP011192,2026-06-16 16:37:00,U1027,patricia.brown75,Git,48,WKSTN-U1027
APP024920,2026-06-16 16:29:00,U1061,jessica.rodriguez,Excel,56,WKSTN-U1061
APP035219,2026-06-16 16:25:00,U1086,steven.thompson53,Active Directory Console,50,WKSTN-U1086	
APP019751,2026-06-17 07:36:00,U1048,jennifer.thomas87,Salesforce,10,WKSTN-U1048
APP004957,2026-06-16 17:54:00,U1013,emily.smith,Excel,17,WKSTN-U1013
APP011195,2026-06-16 16:38:00,U1027,patricia.brown75,Slack,37,WKSTN-U1027
APP030533,2026-06-16 16:29:00,U1075,steven.lewis,Chrome,68,WKSTN-U1075
APP015349,2026-06-17 07:36:00,U1037,robert.martin,  Excel ,18,WKSTN-U1037
APP039208,2026-06-16 16:36:00,U1095,richard.thomas74,PowerPoint,7,WKSTN-U1095
APP032131,2026-06-16 16:25:00,U1079,EMILY.JONES,Terminal,87,WKSTN-U1079
APP026112,2026-06-16 16:40:00,U1064,matthew.wright55,  Word ,77,  WKSTN-U1064 
APP011659,2026-06-16 16:29:00,U1028,john.hill,VSCode,27,WKSTN-U1028
APP017726,2026-06-16 17:16:00,U1043,thomas.williams91,Outlook,9,WKSTN-U1043
APP000205,2026-06-16 17:49:00,U1001,linda.johnson95,Outlook,18,WKSTN-U1001
APP018503,2026-06-16 16:39:00,U1045,daniel.sanchez90,Chrome,87,WKSTN-U1045
APP016532,2026-06-16 16:38:00,U1040,matthew.martin,Outlook,53,WKSTN-U1040
APP012082,2026-06-16 16:32:00,U1029,michelle.garcia54,Chrome,3,WKSTN-U1029
APP004956,2026-06-16 17:08:00,U1013,emily.smith,SAP,43,WKSTN-U1013
APP037466,2026-06-16 17:32:00,U1091,linda.robinson,Wireshark,33,WKSTN-U1091
APP001452,2026-06-17 08:10:00,U1004,elizabeth.wilson98,Excel,90,WKSTN-U1004
APP040825,2026-06-17 08:29:00,U1099,  joseph.garcia ,Excel,13,WKSTN-U1099
APP001454,2026-06-17 08:52:00,U1004,elizabeth.wilson98,Excel,12,WKSTN-U1004
APP024943,2026-06-17 08:01:00,U1061,jessica.rodriguez,Excel,47,WKSTN-U1061
APP011681,2026-06-17 07:44:00,U1028,john.hill,Chrome,46,WKSTN-U1028
APP040060,2026-06-17 08:54:00,U1097,mark.martinez10,PowerPoint,43,WKSTN-U1097
APP026517,2026-06-17 08:57:00,U1065,michael.ramirez47,Outlook,75,WKSTN-U1065
