event_id,timestamp,user_id,username,destination_domain,destination_type,bytes_transferred,device
NET006683,2026-06-16 12:48:00,U1017,emily.hernandez34,hr-portal.corp.local	,INTERNAL,88905,WKSTN-U1017
NET039627,2026-06-16 12:58:00,U1096,david.allen76,jira.corp.local,INTERNAL,295479,WKSTN-U1096
NET034780,2026-06-16 12:42:00,U1085,barbara.walker67,sharepoint.corp.local,INTERNAL,96162,WKSTN-U1085
NET012093,2026-06-16 12:52:00,U1029,michelle.garcia54,vpn.corp.local,INTERNAL,237977,WKSTN-U1029
NET017729,2026-06-16 13:04:00,U1043,thomas.williams91,confluence.corp.local,INTERNAL,464491,WKSTN-U1043
NET027325,2026-06-16 12:50:00,U1067,paul.thomas97,confluence.corp.local,INTERNAL,312987,WKSTN-U1067
NET039218,2026-06-16 12:59:00,U1095,richard.thomas74,jira.corp.local,INTERNAL,198003,WKSTN-U1095
NET009854,2026-06-16 12:40:00,U1024,emily.miller,sharepoint.corp.local,INTERNAL,300194,WKSTN-U1024
NET022118,2026-06-16 13:06:00,U1054,anthony.martinez,sharepoint.corp.local,INTERNAL,,WKSTN-U1054
NET002997,2026-06-16 13:41:00,U1008,joshua.hernandez,confluence.corp.local,INTERNAL,195401,WKSTN-U1008
NET025320,2026-06-16 13:31:00,U1062,WILLIAM.MARTIN,confluence.corp.local,INTERNAL,9978,WKSTN-U1062
NET032999,2026-06-16 13:20:00,U1081,margaret.davis,mail.corp.local,INTERNAL,284591,
NET036145,2026-06-16 13:25:00,U1088,andrew.smith85,sharepoint.corp.local,INTERNAL,81076,WKSTN-U1088
NET015739,2026-06-16 13:38:00,U1038,emily.clark,  hr-portal.corp.local ,INTERNAL,496261,WKSTN-U1038
NET029729,2026-06-16 13:28:00,U1073,michael.gonzalez,sharepoint.corp.local,INTERNAL,482694,WKSTN-U1073
NET037047,2026-06-16 13:36:00,U1090,  mary.hill ,hr-portal.corp.local,INTERNAL,20148,WKSTN-U1090
NET010305,2026-06-16 13:41:00,U1025,betty.brown22,hr-portal.corp.local,INTERNAL,380630,WKSTN-U1025
NET018511,2026-06-16 13:29:00,U1045,,sharepoint.corp.local,INTERNAL,200392,WKSTN-U1045
NET034781,2026-06-16 13:22:00,U1085,barbara.walker67,sharepoint.corp.local,INTERNAL,110463,WKSTN-U1085
NET011670,2026-06-16 13:35:00,U1028,john.hill,confluence.corp.local,INTERNAL,204239,WKSTN-U1028
NET009857,2026-06-16 13:19:00,U1024,emily.miller,hr-portal.corp.local,INTERNAL,9902,WKSTN-U1024
NET010751,2026-06-16 13:32:00,U1026,,confluence.corp.local,INTERNAL,396062,WKSTN-U1026
NET034779,2026-06-16 13:42:00,U1085,barbara.walker67,mail.corp.local,INTERNAL,168965,WKSTN-U1085
NET039628,2026-06-16 13:41:00,U1096,david.allen76,sharepoint.corp.local,INTERNAL,64204,WKSTN-U1096
NET004537,2026-06-16 13:22:00,U1012,linda.martinez,mail.corp.local,INTERNAL,251347,WKSTN-U1012
NET004539,2026-06-16 13:11:00,U1012,linda.martinez,jira.corp.local,INTERNAL,252124,WKSTN-U1012
NET003778,2026-06-16 13:15:00,U1010,susan.young51,news.com,EXTERNAL,11780,WKSTN-U1010
NET002238,2026-06-16 13:06:00,U1006,george.gonzalez,hr-portal.corp.local,INTERNAL,432376,WKSTN-U1006
NET018510,2026-06-16 13:06:00,U1045,daniel.sanchez90,sharepoint.corp.local,INTERNAL,491177,WKSTN-U1045
NET018939,2026-06-16 13:09:00,U1046,michelle.torres39,hr-portal.corp.local,,464745,WKSTN-U1046
NET038369,2026-06-16 13:22:00,U1093,sarah.clark44,mail.corp.local,INTERNAL,382394,WKSTN-U1093
NET000215,2026-06-16 13:43:00,U1001,LINDA.JOHNSON95,  vpn.corp.local ,INTERNAL,463599,WKSTN-U1001
NET030126,2026-06-16 13:14:00,U1074,sarah.williams7,sharepoint.corp.local,INTERNAL,432131,WKSTN-U1074
NET017732,2026-06-16 13:07:00,U1043,,confluence.corp.local,INTERNAL,435581,
NET003777,2026-06-16 13:58:00,U1010,susan.young51,hr-portal.corp.local,INTERNAL,204655,WKSTN-U1010
NET004963,2026-06-16 14:24:00,U1013,emily.smith,jira.corp.local,INTERNAL,459717,WKSTN-U1013
NET025717,2026-06-16 14:06:00,U1063,john.nguyen,hr-portal.corp.local,INTERNAL,232832,WKSTN-U1063
NET020507,2026-06-16 14:09:00,U1050,michael.ramirez,jira.corp.local,INTERNAL,246211,WKSTN-U1050
NET004962,2026-06-16 14:24:00,U1013,  emily.smith ,vpn.corp.local,INTERNAL,301487,WKSTN-U1013
NET017335,2026-06-16 14:28:00,U1042,michael.hill56,hr-portal.corp.local,internal,431465,WKSTN-U1042
NET024108,2026-06-16 14:07:00,U1059,daniel.perez98,jira.corp.local,INTERNAL,329767,WKSTN-U1059
NET025321,2026-06-16 13:46:00,U1062,william.martin,hr-portal.corp.local,INTERNAL,62971,WKSTN-U1062
NET001835,2026-06-16 14:13:00,U1005,robert.robinson,sharepoint.corp.local,INTERNAL,,WKSTN-U1005	
NET024514,2026-06-16 14:05:00,U1060,matthew.anderson,mail.corp.local,INTERNAL,84964,WKSTN-U1060
NET032143,2026-06-16 14:17:00,U1079,emily.jones,hr-portal.corp.local,INTERNAL,425207,WKSTN-U1079
NET010306,2026-06-16 13:52:00,U1025,betty.brown22,confluence.corp.local,INTERNAL,297737,WKSTN-U1025
NET033418,2026-06-16 13:55:00,U1082,  karen.hill96 ,confluence.corp.local,INTERNAL,32004,WKSTN-U1082
NET026933,2026-06-16 13:52:00,U1066,michelle.wright62,hr-portal.corp.local,,55362,WKSTN-U1066
NET031313,2026-06-16 14:10:00,U1077,kimberly.harris58,vpn.corp.local,INTERNAL,189463,WKSTN-U1077
NET040817,2026-06-16 14:00:00,U1099,joseph.garcia,sharepoint.corp.local,INTERNAL,138805,WKSTN-U1099
NET020111,2026-06-16 13:46:00,U1049,michelle.jones59,vpn.corp.local,internal,361671,WKSTN-U1049
NET011205,2026-06-16 14:04:00,U1027,patricia.brown75,mail.corp.local,INTERNAL,377580,WKSTN-U1027
NET038808,2026-06-16 14:25:00,U1094,elizabeth.lewis69,vpn.corp.local,INTERNAL,206323,WKSTN-U1094
NET041186,2026-06-16 13:51:00,U1100,daniel.brown38	,hr-portal.corp.local,INTERNAL,,WKSTN-U1100
NET013367,2026-06-16 13:49:00,U1032,paul.wright91,jira.corp.local,INTERNAL,25577,WKSTN-U1032
NET020112,2026-06-16 13:43:00,U1049,michelle.jones59,sharepoint.corp.local,INTERNAL,213509,WKSTN-U1049
NET033869,2026-06-16 14:20:00,U1083,sarah.allen70,vpn.corp.local,INTERNAL,457500,WKSTN-U1083
NET027694,2026-06-16 13:57:00,U1068,susan.thompson34,sharepoint.corp.local,INTERNAL,304629,WKSTN-U1068
NET025323,2026-06-16 13:58:00,U1062,william.martin,news.com,EXTERNAL,3095,WKSTN-U1062
NET007152,2026-06-16 14:54:00,U1018,betty.white57,sharepoint.corp.local,INTERNAL,282572,WKSTN-U1018
NET016926,2026-06-16 14:38:00,U1041,matthew.allen52,weather.com,EXTERNAL,7579,WKSTN-U1041
NET020919,2026-06-16 14:37:00,U1051,sandra.king72,mail.corp.local,INTERNAL,18905,WKSTN-U1051
NET007153,2026-06-16 14:53:00,U1018,betty.white57,confluence.corp.local,INTERNAL,452912,
NET016131,2026-06-16 14:59:00,U1039,mark.thomas,mail.corp.local,INTERNAL,321129,WKSTN-U1039
NET037476,2026-06-16 14:55:00,U1091,linda.robinson,confluence.corp.local,INTERNAL,95944,WKSTN-U1091
NET008960,2026-06-16 15:01:00,U1022,sandra.brown,sharepoint.corp.local,INTERNAL,27985,WKSTN-U1022
NET030539,2026-06-16 14:44:00,U1075,steven.lewis,hr-portal.corp.local,INTERNAL,52982,WKSTN-U1075
NET030537,2026-06-16 14:43:00,U1075,STEVEN.LEWIS,confluence.corp.local,INTERNAL,269598,WKSTN-U1075
NET001046,2026-06-16 14:36:00,U1003,kenneth.clark29,jira.corp.local,INTERNAL,385966,WKSTN-U1003
NET004144,2026-06-16 14:59:00,U1011,donna.ramirez75,sharepoint.corp.local,INTERNAL,171824,WKSTN-U1011
NET029353,2026-06-16 14:39:00,U1072,kenneth.lopez,confluence.corp.local,,168183,WKSTN-U1072
NET040428,2026-06-16 14:45:00,U1098,nancy.wright49,confluence.corp.local,INTERNAL,239515,WKSTN-U1098	
NET015342,2026-06-16 15:01:00,U1037,robert.martin,vpn.corp.local,INTERNAL,204233,WKSTN-U1037
NET009855,2026-06-16 14:32:00,U1024,emily.miller,vpn.corp.local,INTERNAL,-453071.0,WKSTN-U1024
NET017338,2026-06-16 14:38:00,U1042,michael.hill56,vpn.corp.local,INTERNAL,471582,WKSTN-U1042
NET002239,2026-06-16 14:56:00,U1006,george.gonzalez,sharepoint.corp.local,INTERNAL,,WKSTN-U1006
NET000628,2026-06-16 14:52:00,U1002,donna.ramirez,mail.corp.local,INTERNAL,389468,WKSTN-U1002
NET026117,2026-06-16 14:30:00,U1064,matthew.wright55,vpn.corp.local,INTERNAL,305074,WKSTN-U1064
NET018123,2026-06-16 15:02:00,U1044,lisa.ramirez9,sharepoint.corp.local,INTERNAL,164365,WKSTN-U1044
NET011204,2026-06-16 14:37:00,U1027,patricia.brown75,sharepoint.corp.local,INTERNAL,386469,WKSTN-U1027
NET013756,2026-06-16 14:50:00,U1033,linda.miller,mail.corp.local,INTERNAL,104860,WKSTN-U1033
NET021308,2026-06-16 14:51:00,U1052,paul.taylor,confluence.corp.local,INTERNAL,259912,WKSTN-U1052
NET004142,2026-06-16 14:59:00,U1011,donna.ramirez75,vpn.corp.local,INTERNAL,344616,WKSTN-U1011
NET026935,2026-06-16 14:36:00,U1066,  michelle.wright62 ,jira.corp.local,INTERNAL,305215,WKSTN-U1066
NET037935,2026-06-16 15:22:00,U1092,steven.thomas,vpn.corp.local,INTERNAL,379230,WKSTN-U1092
NET020920,2026-06-16 15:11:00,U1051,sandra.king72,jira.corp.local,INTERNAL,,WKSTN-U1051
NET023714,2026-06-16 15:23:00,U1058,,jira.corp.local,INTERNAL,443201,WKSTN-U1058
NET033866,2026-06-16 15:15:00,U1083,sarah.allen70,hr-portal.corp.local,INTERNAL,348725,WKSTN-U1083
NET004535,2026-06-16 15:17:00,U1012,linda.martinez,vpn.corp.local,INTERNAL,31822,WKSTN-U1012
NET017339,2026-06-16 15:15:00,U1042,michael.hill56,vpn.corp.local,INTERNAL,392381,WKSTN-U1042
NET019345,2026-06-16 15:33:00,U1047,sandra.lewis,jira.corp.local,INTERNAL,318488,WKSTN-U1047
NET022532,2026-06-16 15:26:00,U1055,patricia.wilson54,sharepoint.corp.local	,INTERNAL,464092,WKSTN-U1055
NET008959,2026-06-16 15:39:00,U1022,,vpn.corp.local,INTERNAL,276507,WKSTN-U1022
NET014545,2026-06-16 15:48:00,U1035,nancy.rodriguez82,hr-portal.corp.local,INTERNAL,,WKSTN-U1035
NET002243,2026-06-16 15:07:00,U1006,george.gonzalez,linkedin.com,EXTERNAL,1920,WKSTN-U1006
NET025322,2026-06-16 15:48:00,U1062,william.martin,vpn.corp.local,INTERNAL,467490,WKSTN-U1062
NET018940,2026-06-16 15:08:00,U1046,michelle.torres39,vpn.corp.local,INTERNAL,475888,  WKSTN-U1046 
NET003385,2026-06-16 15:11:00,U1009,daniel.brown,hr-portal.corp.local,INTERNAL,99668,WKSTN-U1009
NET032140,2026-06-16 15:25:00,U1079,emily.jones,vpn.corp.local,INTERNAL,409743,WKSTN-U1079
NET034323,2026-06-16 15:17:00,U1084,joshua.taylor,confluence.corp.local,INTERNAL,247043,WKSTN-U1084
NET018124,2026-06-16 15:14:00,U1044,lisa.ramirez9,confluence.corp.local,INTERNAL,72510,WKSTN-U1044
NET007603,2026-06-16 15:44:00,U1019,donna.anderson,jira.corp.local,INTERNAL,12005,WKSTN-U1019
NET020921,2026-06-16 15:03:00,U1051,sandra.king72,weather.com,EXTERNAL,2564,WKSTN-U1051
NET027326,2026-06-16 15:48:00,U1067,paul.thomas97,sharepoint.corp.local,INTERNAL,421640,WKSTN-U1067
NET017730,2026-06-16 15:39:00,U1043,,sharepoint.corp.local,INTERNAL,39746,WKSTN-U1043
NET017733,2026-06-16 15:49:00,U1043,thomas.williams91,hr-portal.corp.local,INTERNAL,432030,WKSTN-U1043
NET003388,2026-06-16 15:43:00,U1009,daniel.brown,linkedin.com,EXTERNAL,17654,WKSTN-U1009
NET008492,2026-06-16 15:35:00,U1021,jessica.walker,vpn.corp.local,INTERNAL,,WKSTN-U1021
NET013758,2026-06-16 15:11:00,U1033,linda.miller,linkedin.com,EXTERNAL,7419,WKSTN-U1033
NET005376,2026-06-16 16:00:00,U1014,james.taylor,mail.corp.local,INTERNAL,56893,WKSTN-U1014
NET010302,2026-06-16 15:52:00,U1025,betty.brown22	,mail.corp.local,INTERNAL,435875,WKSTN-U1025
NET035228,2026-06-16 16:24:00,U1086,steven.thompson53,vpn.corp.local,INTERNAL,345053,WKSTN-U1086
NET016923,2026-06-16 16:03:00,U1041,matthew.allen52,jira.corp.local,INTERNAL,41059,WKSTN-U1041
NET017337,2026-06-16 16:34:00,U1042,michael.hill56,jira.corp.local,INTERNAL,175524,WKSTN-U1042
NET038367,2026-06-16 15:56:00,U1093,sarah.clark44,sharepoint.corp.local	,INTERNAL,261221,
NET012942,2026-06-16 16:04:00,U1031,john.wright28,sharepoint.corp.local,INTERNAL,416134,WKSTN-U1031
NET003000,2026-06-16 16:01:00,U1008,JOSHUA.HERNANDEZ,confluence.corp.local,INTERNAL,236776,WKSTN-U1008
NET027692,2026-06-16 16:13:00,U1068,,jira.corp.local,INTERNAL,214336,WKSTN-U1068
NET001048,2026-06-16 16:30:00,U1003,kenneth.clark29,  mail.corp.local ,INTERNAL,91650,WKSTN-U1003
NET022119,2026-06-16 16:06:00,U1054,anthony.martinez	,mail.corp.local,INTERNAL,215548,WKSTN-U1054	
NET016924,2026-06-16 16:41:00,U1041,matthew.allen52,sharepoint.corp.local,INTERNAL,41158,WKSTN-U1041
NET040047,2026-06-16 15:56:00,U1097,mark.martinez10,,INTERNAL,472584,WKSTN-U1097
NET012094,2026-06-16 16:51:00,U1029,michelle.garcia54,confluence.corp.local,INTERNAL,29025,WKSTN-U1029
NET003386,2026-06-16 16:20:00,U1009,daniel.brown,vpn.corp.local,INTERNAL,318236,WKSTN-U1009
NET024933,2026-06-16 16:53:00,U1061,jessica.rodriguez,hr-portal.corp.local,INTERNAL,390701,WKSTN-U1061
NET019343,2026-06-16 15:50:00,U1047,sandra.lewis,confluence.corp.local,INTERNAL,473373,WKSTN-U1047
NET024515,2026-06-16 16:25:00,U1060,matthew.anderson,jira.corp.local,internal,296742,WKSTN-U1060
NET007156,2026-06-16 16:19:00,U1018,betty.white57,linkedin.com,EXTERNAL,9053,WKSTN-U1018
NET024931,2026-06-16 16:45:00,U1061,jessica.rodriguez,mail.corp.local,INTERNAL,226948,WKSTN-U1061
NET035226,2026-06-16 16:00:00,U1086,steven.thompson53,sharepoint.corp.local,INTERNAL,380354,WKSTN-U1086
NET004961,2026-06-16 16:14:00,U1013,emily.smith,jira.corp.local,INTERNAL,1285,  WKSTN-U1013 
NET012095,2026-06-16 16:36:00,U1029,MICHELLE.GARCIA54,vpn.corp.local,INTERNAL,290494,WKSTN-U1029
NET039629,2026-06-16 16:29:00,U1096,david.allen76,vpn.corp.local,INTERNAL,240646,WKSTN-U1096
NET002999,2026-06-16 15:52:00,U1008,joshua.hernandez,confluence.corp.local,INTERNAL,435756,WKSTN-U1008	
NET033886,2026-06-17 07:31:00,U1083,sarah.allen70,mail.corp.local,INTERNAL,85342,WKSTN-U1083
NET033417,2026-06-16 17:26:00,U1082,karen.hill96,hr-portal.corp.local,INTERNAL,61987,WKSTN-U1082
NET035246,2026-06-17 07:58:00,U1086,  steven.thompson53 ,sharepoint.corp.local,INTERNAL,362904,WKSTN-U1086
NET037045,2026-06-16 17:10:00,U1090,mary.hill,mail.corp.local,INTERNAL,114878,WKSTN-U1090	
NET024950,2026-06-17 08:14:00,U1061,jessica.rodriguez,vpn.corp.local,INTERNAL,7876,WKSTN-U1061
NET016144,2026-06-17 07:18:00,U1039,mark.thomas,hr-portal.corp.local,INTERNAL,395929,WKSTN-U1039
NET035247,2026-06-17 07:56:00,U1086,steven.thompson53,jira.corp.local,INTERNAL,282661,WKSTN-U1086
NET001463,2026-06-17 07:39:00,U1004,elizabeth.wilson98,sharepoint.corp.local,INTERNAL,430699,WKSTN-U1004
NET039217,2026-06-16 17:28:00,U1095,richard.thomas74,hr-portal.corp.local,INTERNAL,380432,  WKSTN-U1095 
NET021698,2026-06-16 17:57:00,U1053,john.jackson31,mail.corp.local,INTERNAL,338457,WKSTN-U1053
NET011687,2026-06-17 07:42:00,U1028,john.hill,,INTERNAL,454812,WKSTN-U1028
NET006707,2026-06-17 07:56:00,U1017,emily.hernandez34,sharepoint.corp.local,INTERNAL,301919,WKSTN-U1017
NET014930,2026-06-16 17:00:00,U1036,linda.jones,vpn.corp.local,,85773,WKSTN-U1036
NET018528,2026-06-17 07:56:00,U1045,daniel.sanchez90,hr-portal.corp.local,INTERNAL,152544,WKSTN-U1045
NET030944,2026-06-17 07:14:00,U1076,john.torres,hr-portal.corp.local,INTERNAL,42810,WKSTN-U1076
NET024527,2026-06-17 08:05:00,U1060,matthew.anderson,vpn.corp.local,INTERNAL,125375,WKSTN-U1060
NET039219,2026-06-16 17:06:00,U1095,richard.thomas74,sharepoint.corp.local,INTERNAL,303302,WKSTN-U1095
NET022531,2026-06-16 16:59:00,U1055,patricia.wilson54,confluence.corp.local,,173973,WKSTN-U1055
NET012096,2026-06-16 17:15:00,U1029,michelle.garcia54,sharepoint.corp.local,INTERNAL,349405,WKSTN-U1029
NET020934,2026-06-17 07:22:00,U1051,sandra.king72,hr-portal.corp.local,INTERNAL,157336,WKSTN-U1051
NET035227,2026-06-16 17:03:00,U1086,steven.thompson53,  sharepoint.corp.local ,INTERNAL,152216,WKSTN-U1086
NET018509,2026-06-16 17:11:00,U1045,daniel.sanchez90,vpn.corp.local,INTERNAL,499616,WKSTN-U1045
NET040830,2026-06-17 08:04:00,U1099,joseph.garcia,sharepoint.corp.local,INTERNAL,59794,WKSTN-U1099	
NET036577,2026-06-16 17:31:00,U1089,paul.brown27,hr-portal.corp.local,INTERNAL,413297,WKSTN-U1089
NET015358,2026-06-17 08:10:00,U1037,ROBERT.MARTIN,sharepoint.corp.local,INTERNAL,183028,WKSTN-U1037
NET019760,2026-06-17 08:14:00,U1048,jennifer.thomas87,jira.corp.local,INTERNAL,423090,WKSTN-U1048
NET001853,2026-06-17 08:55:00,U1005,robert.robinson,sharepoint.corp.local,INTERNAL,188635,WKSTN-U1005
NET012963,2026-06-17 08:44:00,U1031,john.wright28,mail.corp.local,INTERNAL,470750,WKSTN-U1031
NET010324,2026-06-17 09:05:00,U1025,betty.brown22,mail.corp.local,INTERNAL,52766,WKSTN-U1025
NET001462,2026-06-17 09:08:00,U1004,elizabeth.wilson98,vpn.corp.local	,INTERNAL,299967,WKSTN-U1004
NET010771,2026-06-17 09:08:00,U1026,elizabeth.gonzalez,weather.com,EXTERNAL,15208,WKSTN-U1026
NET030556,2026-06-17 08:48:00,U1075,steven.lewis,mail.corp.local,INTERNAL,247886,WKSTN-U1075
NET013773,2026-06-17 08:14:00,U1033,linda.miller,sharepoint.corp.local,INTERNAL,11944000.0,WKSTN-U1033
NET007625,2026-06-17 08:28:00,U1019,donna.anderson,mail.corp.local,INTERNAL,136006,WKSTN-U1019
NET021332,2026-06-17 08:56:00,U1052,paul.taylor,confluence.corp.local,INTERNAL,177480,WKSTN-U1052
NET025341,2026-06-17 08:19:00,U1062,william.martin,hr-portal.corp.local,INTERNAL,146456,WKSTN-U1062
NET008513,2026-06-17 08:57:00,U1021,jessica.walker,vpn.corp.local,INTERNAL,345889,WKSTN-U1021
NET027709,2026-06-17 08:49:00,U1068,susan.thompson34,jira.corp.local,INTERNAL,115535,WKSTN-U1068
NET008515,2026-06-17 08:50:00,U1021,jessica.walker,jira.corp.local,INTERNAL,138042,WKSTN-U1021
NET027708,2026-06-17 08:23:00,U1068,susan.thompson34,vpn.corp.local,INTERNAL,277974,WKSTN-U1068
NET008516,2026-06-17 08:14:00,U1021,jessica.walker,news.com,EXTERNAL,8201,WKSTN-U1021
NET023324,2026-06-17 08:28:00,U1057,NANCY.SANCHEZ,confluence.corp.local,INTERNAL,300244,WKSTN-U1057
NET013774,2026-06-17 08:57:00,U1033,linda.miller,jira.corp.local,INTERNAL,494913,WKSTN-U1033
NET006224,2026-06-17 08:52:00,U1016,patricia.thomas,sharepoint.corp.local,INTERNAL,,WKSTN-U1016
NET001854,2026-06-17 09:05:00,U1005,robert.robinson,vpn.corp.local,INTERNAL,61392,WKSTN-U1005
NET009429,2026-06-17 08:49:00,U1023,richard.wright,jira.corp.local,INTERNAL,477649,WKSTN-U1023
NET025339,2026-06-17 08:18:00,U1062,william.martin,confluence.corp.local,INTERNAL,,WKSTN-U1062
NET028967,2026-06-17 09:11:00,U1071,matthew.robinson35,hr-portal.corp.local,INTERNAL,117055,WKSTN-U1071
NET024528,2026-06-17 09:00:00,U1060,matthew.anderson,mail.corp.local,INTERNAL,199571,WKSTN-U1060
NET003793,2026-06-17 09:06:00,U1010,susan.young51,hr-portal.corp.local,INTERNAL,450898,
NET018526,2026-06-17 09:21:00,U1045,daniel.sanchez90,jira.corp.local,INTERNAL,27450,WKSTN-U1045
NET025738,2026-06-17 09:17:00,U1063,john.nguyen,confluence.corp.local,INTERNAL,16625,WKSTN-U1063
NET006225,2026-06-17 09:30:00,U1016,patricia.thomas,mail.corp.local	,INTERNAL,372949,WKSTN-U1016
NET009879,2026-06-17 09:17:00,U1024,emily.miller,sharepoint.corp.local,INTERNAL,344860,WKSTN-U1024
NET005391,2026-06-17 09:24:00,U1014,james.taylor,mail.corp.local,INTERNAL,,WKSTN-U1014
NET003792,2026-06-17 09:15:00,U1010,susan.young51,mail.corp.local,INTERNAL,186167,WKSTN-U1010
NET000645,2026-06-17 09:29:00,U1002,donna.ramirez,jira.corp.local,INTERNAL,133325,WKSTN-U1002
NET015361,2026-06-17 09:15:00,U1037,,weather.com,EXTERNAL,13983,WKSTN-U1037
NET031732,2026-06-17 09:37:00,U1078,michelle.miller,vpn.corp.local,,68661,WKSTN-U1078
NET004554,2026-06-17 09:17:00,U1012,linda.martinez,jira.corp.local,INTERNAL,465728,WKSTN-U1012
NET019363,2026-06-17 09:20:00,U1047,,sharepoint.corp.local,INTERNAL,122403,WKSTN-U1047
NET008981,2026-06-17 09:16:00,U1022,sandra.brown,news.com,EXTERNAL,6018,WKSTN-U1022
NET015360,2026-06-17 09:14:00,U1037,robert.martin,vpn.corp.local,,384841,WKSTN-U1037
NET016940,2026-06-17 09:14:00,U1041,,hr-portal.corp.local,INTERNAL,381407,WKSTN-U1041
NET010323,2026-06-17 09:40:00,U1025,betty.brown22,sharepoint.corp.local,INTERNAL,481695,WKSTN-U1025
NET026953,2026-06-17 09:12:00,U1066,michelle.wright62,hr-portal.corp.local,INTERNAL,6425,WKSTN-U1066
NET030945,2026-06-17 09:18:00,U1076,john.torres,vpn.corp.local,INTERNAL,109971,WKSTN-U1076
NET022547,2026-06-17 09:15:00,U1055,PATRICIA.WILSON54	,mail.corp.local,INTERNAL,133871,WKSTN-U1055
NET021328,2026-06-17 09:17:00,U1052,paul.taylor,vpn.corp.local,INTERNAL,111316,WKSTN-U1052
NET012113,2026-06-17 09:15:00,U1029,michelle.garcia54,hr-portal.corp.local,INTERNAL,3708,WKSTN-U1029
NET030942,2026-06-17 09:23:00,U1076,,mail.corp.local,INTERNAL,75297,WKSTN-U1076
NET004987,2026-06-17 09:25:00,U1013,emily.smith,jira.corp.local,INTERNAL,489568,WKSTN-U1013
NET031733,2026-06-17 09:12:00,U1078,michelle.miller,mail.corp.local,INTERNAL,165912,WKSTN-U1078
NET021718,2026-06-17 09:17:00,U1053,john.jackson31	,  sharepoint.corp.local ,INTERNAL,449591,WKSTN-U1053
NET017746,2026-06-17 09:28:00,U1043,thomas.williams91	,mail.corp.local,INTERNAL,18436,WKSTN-U1043
NET001460,2026-06-17 10:05:00,U1004,elizabeth.wilson98,jira.corp.local,INTERNAL,449338,WKSTN-U1004
NET037955,2026-06-17 09:43:00,U1092,steven.thomas,vpn.corp.local,INTERNAL,336991,WKSTN-U1092
NET014565,2026-06-17 09:48:00,U1035,nancy.rodriguez82,linkedin.com,EXTERNAL,13435,WKSTN-U1035
NET001855,2026-06-17 10:02:00,U1005,robert.robinson,confluence.corp.local,INTERNAL,231900,WKSTN-U1005
NET019362,2026-06-17 09:48:00,U1047,sandra.lewis,sharepoint.corp.local,INTERNAL,94960,WKSTN-U1047
NET012114,2026-06-17 09:48:00,U1029,michelle.garcia54,hr-portal.corp.local,INTERNAL,203509,WKSTN-U1029
NET005805,2026-06-17 09:59:00,U1015,lisa.hernandez,hr-portal.corp.local,,340740,WKSTN-U1015
NET039240,2026-06-17 09:45:00,U1095,richard.thomas74,confluence.corp.local,INTERNAL,489244,WKSTN-U1095
NET036597,2026-06-17 09:58:00,U1089,paul.brown27,vpn.corp.local,INTERNAL,420660,WKSTN-U1089
NET006226,2026-06-17 09:46:00,U1016,patricia.thomas,weather.com,EXTERNAL,11346,  WKSTN-U1016 
NET026132,2026-06-17 10:00:00,U1064,matthew.wright55,vpn.corp.local,INTERNAL,403338,WKSTN-U1064
NET012115,2026-06-17 09:50:00,U1029,michelle.garcia54,hr-portal.corp.local,INTERNAL,454924,WKSTN-U1029
NET012964,2026-06-17 09:40:00,U1031,john.wright28,hr-portal.corp.local,INTERNAL,128063,WKSTN-U1031
NET009877,2026-06-17 10:07:00,U1024,emily.miller,hr-portal.corp.local,INTERNAL,349455,WKSTN-U1024
NET021330,2026-06-17 10:10:00,U1052,paul.taylor,vpn.corp.local,INTERNAL,173059,WKSTN-U1052
NET012960,2026-06-17 10:07:00,U1031,john.wright28,vpn.corp.local,INTERNAL,219953,WKSTN-U1031
NET021331,2026-06-17 10:01:00,U1052,paul.taylor,sharepoint.corp.local,INTERNAL,78409,WKSTN-U1052
NET024951,2026-06-17 09:40:00,U1061,jessica.rodriguez,confluence.corp.local,INTERNAL,434516,WKSTN-U1061
NET002647,2026-06-17 09:49:00,U1007,sarah.robinson82,confluence.corp.local,INTERNAL,122053,WKSTN-U1007
NET040834,2026-06-17 09:57:00,U1099,joseph.garcia	,vpn.corp.local,INTERNAL,33324,WKSTN-U1099
NET029371,2026-06-17 09:46:00,U1072,kenneth.lopez,hr-portal.corp.local,INTERNAL,256331,WKSTN-U1072
NET010770,2026-06-17 10:02:00,U1026,elizabeth.gonzalez,sharepoint.corp.local,INTERNAL,5090,WKSTN-U1026
NET022135,2026-06-17 09:51:00,U1054,anthony.martinez,hr-portal.corp.local,INTERNAL,499729,WKSTN-U1054
NET012962,2026-06-17 10:09:00,U1031,john.wright28,confluence.corp.local,INTERNAL,368138,WKSTN-U1031
NET025739,2026-06-17 10:10:00,U1063,john.nguyen,mail.corp.local,INTERNAL,238027,WKSTN-U1063
NET023728,2026-06-17 10:41:00,U1058,jennifer.ramirez18,confluence.corp.local,INTERNAL,176740,WKSTN-U1058
NET002644,2026-06-17 10:27:00,U1007,sarah.robinson82,confluence.corp.local,INTERNAL,103248,WKSTN-U1007
NET008514,2026-06-17 10:38:00,U1021,jessica.walker,mail.corp.local,INTERNAL,185278,  WKSTN-U1021 
NET009428,2026-06-17 10:27:00,U1023,richard.wright	,mail.corp.local,INTERNAL,492577,WKSTN-U1023
