event_id,timestamp,user_id,username,event_type,status,source_ip,geo_country,device
AUTH029680,2026-06-12 19:45:00,U1073,michael.gonzalez,LOGOUT,SUCCESS,10.3.153.80,US,WKSTN-U1073
AUTH008001,2026-06-12 19:45:00,U1020,andrew.thomas36,LOGOUT,SUCCESS,10.1.122.175,IN,WKSTN-U1020
AUTH034259,2026-06-12 19:30:00,U1084,joshua.taylor,LOGOUT,SUCCESS,10.1.97.64,US,WKSTN-U1084
AUTH017682,2026-06-12 19:45:00,U1043,thomas.williams91,LOGOUT,SUCCESS,10.2.109.80,US,WKSTN-U1043
AUTH038752,2026-06-12 19:45:00,U1094,elizabeth.lewis69,LOGOUT,SUCCESS,10.3.59.30,US,WKSTN-U1094	
AUTH006167,2026-06-15 07:00:00,U1016,patricia.thomas,LOGIN,SUCCESS,10.1.133.12,IN,WKSTN-U1016
AUTH036110,2026-06-15 07:00:00,U1088,  andrew.smith85 ,LOGIN,SUCCESS,10.1.9.78,US,WKSTN-U1088
AUTH006169,2026-06-15 06:56:00,U1016,patricia.thomas,LOGIN,FAILURE,10.3.30.174,US,WKSTN-U1016
AUTH041705,2026-06-14 09:25:00,U1075,steven.lewis,LOGIN,SUCCESS,185.64.2.10,KP,UNKNOWN-DEVICE
AUTH031282,2026-06-15 07:05:00,U1077,kimberly.harris58,LOGIN,SUCCESS,10.3.38.80,IN,WKSTN-U1077
AUTH002968,2026-06-15 07:20:00,U1008,joshua.hernandez,LOGIN,SUCCESS,10.0.228.147,IN,WKSTN-U1008
AUTH015305,2026-06-15 07:25:00,U1037,robert.martin,LOGIN,SUCCESS,10.1.89.192,US,WKSTN-U1037
AUTH001407,2026-06-15 07:45:00,U1004,elizabeth.wilson98,LOGIN,SUCCESS,10.0.205.160,US,WKSTN-U1004
AUTH007109,2026-06-15 07:40:00,U1018,betty.white57,LOGIN,,10.3.235.148,US,WKSTN-U1018
AUTH035617,2026-06-15 07:05:00,U1087,charles.sanchez,LOGIN,SUCCESS,10.1.5.54,US,WKSTN-U1087
AUTH025283,2026-06-15 07:20:00,U1062,william.martin,LOGIN,SUCCESS,10.3.78.94,US,WKSTN-U1062
AUTH038771,2026-06-15 07:45:00,U1094,elizabeth.lewis69,LOGIN,SUCCESS,10.1.13.211,IN,WKSTN-U1094
AUTH022881,2026-06-15 07:45:00,U1056,anthony.clark,LOGIN,SUCCESS,10.3.166.74,US,  WKSTN-U1056 
AUTH027289,2026-06-15 07:30:00,U1067,paul.thomas97,,SUCCESS,10.3.61.59,US,WKSTN-U1067
AUTH002593,2026-06-15 07:40:00,U1007,sarah.robinson82,LOGIN,SUCCESS,10.1.227.184,US,WKSTN-U1007
AUTH036539,2026-06-15 07:15:00,U1089,paul.brown27,LOGIN,SUCCESS,10.3.161.29,IN,WKSTN-U1089	
AUTH028497,2026-06-15 07:15:00,U1070,betty.thomas40,LOGIN,SUCCESS,10.1.185.105,US,WKSTN-U1070
AUTH012051,2026-06-15 07:45:00,U1029,michelle.garcia54,LOGIN,SUCCESS,10.2.37.64,US,WKSTN-U1029
AUTH018480,2026-06-15 07:20:00,U1045,  daniel.sanchez90 ,LOGIN,SUCCESS,10.0.252.154,IN,WKSTN-U1045
AUTH022502,2026-06-15 07:40:00,U1055,patricia.wilson54,LOGIN,SUCCESS,10.0.43.81,US,WKSTN-U1055
AUTH019717,2026-06-15 07:25:00,U1048,jennifer.thomas87,LOGIN,SUCCESS,10.1.141.230,US,WKSTN-U1048
AUTH030901,2026-06-15 07:30:00,U1076,john.torres,LOGIN,SUCCESS,10.2.251.130,US,WKSTN-U1076
AUTH005749,2026-06-15 07:20:00,U1015,lisa.hernandez,LOGIN,SUCCESS,10.0.229.4,US,WKSTN-U1015
AUTH040401,2026-06-15 07:40:00,U1098,nancy.wright49,LOGIN,SUCCESS,10.1.227.93,US,
AUTH040007,2026-06-15 07:37:00,U1097,mark.martinez10,LOGIN,FAILURE,10.2.90.221,US,WKSTN-U1097
AUTH040005,2026-06-15 07:40:00,U1097,mark.martinez10,LOGIN,SUCCESS,10.0.100.194,IN,WKSTN-U1097
AUTH039585,2026-06-15 07:05:00,U1096,DAVID.ALLEN76,LOGIN,SUCCESS,10.0.196.106,IN,WKSTN-U1096
AUTH020884,2026-06-15 07:15:00,U1051,sandra.king72,LOGIN,SUCCESS,10.0.110.115,US,WKSTN-U1051
AUTH026084,2026-06-15 07:10:00,U1064,  matthew.wright55 ,LOGIN,SUCCESS,10.2.15.225,US,WKSTN-U1064
AUTH030099,2026-06-15 08:15:00,U1074,sarah.williams7,LOGIN,SUCCESS,10.1.169.189,IN,WKSTN-U1074
AUTH018904,2026-06-15 08:20:00,U1046,michelle.torres39,LOGIN,SUCCESS,10.3.75.194,IN,WKSTN-U1046
AUTH031683,2026-06-15 08:15:00,U1078,  michelle.miller ,LOGIN,SUCCESS,10.1.27.80,US,WKSTN-U1078
AUTH011166,2026-06-15 08:10:00,U1027,patricia.brown75,LOGIN,SUCCESS,10.3.9.137,IN,WKSTN-U1027
AUTH041154,2026-06-15 08:25:00,U1100,daniel.brown38,LOGIN,SUCCESS,10.3.20.231,,WKSTN-U1100
AUTH014898,2026-06-15 08:05:00,U1036,linda.jones,LOGIN,SUCCESS,10.1.119.30,US,WKSTN-U1036
AUTH019311,2026-06-15 08:00:00,U1047,sandra.lewis,LOGIN,SUCCESS,10.0.152.167,US,WKSTN-U1047
AUTH028077,2026-06-15 08:05:00,U1069,jessica.clark	,LOGIN,SUCCESS,10.3.240.18,us,WKSTN-U1069
AUTH024892,2026-06-15 08:30:00,U1061,jessica.rodriguez,LOGIN,SUCCESS,10.3.170.66,US,WKSTN-U1061
AUTH038325,2026-06-15 08:05:00,U1093,sarah.clark44,LOGIN,SUCCESS,,US,WKSTN-U1093
AUTH035187,2026-06-15 08:30:00,U1086,steven.thompson53,LOGIN,SUCCESS,10.2.146.252,US,WKSTN-U1086
AUTH016097,2026-06-15 08:05:00,U1039,mark.thomas,LOGIN,SUCCESS,10.3.182.250,US,WKSTN-U1039
AUTH023678,2026-06-15 08:15:00,U1058,jennifer.ramirez18,LOGIN,SUCCESS,10.2.214.95,US,WKSTN-U1058
AUTH010715,2026-06-15 08:40:00,U1026,elizabeth.gonzalez,LOGIN,SUCCESS,10.1.172.28,IN,WKSTN-U1026
AUTH016895,2026-06-15 08:15:00,U1041,matthew.allen52,LOGIN,SUCCESS,10.1.173.18,US,WKSTN-U1041
AUTH029318,2026-06-15 08:15:00,U1072,kenneth.lopez,,SUCCESS,10.1.151.108,US,WKSTN-U1072
AUTH021277,2026-06-15 08:15:00,U1052,,LOGIN,SUCCESS,10.2.81.9,US,WKSTN-U1052
AUTH000594,2026-06-15 08:20:00,U1002,donna.ramirez,LOGIN,SUCCESS,10.0.25.102,IN,WKSTN-U1002
AUTH001011,2026-06-15 08:15:00,U1003,kenneth.clark29,LOGIN,SUCCESS,10.1.144.84,US,WKSTN-U1003
AUTH014110,2026-06-15 07:50:00,U1034,thomas.allen63,LOGIN,SUCCESS,10.0.246.180,IN,WKSTN-U1034
AUTH010270,2026-06-15 08:05:00,U1025,betty.brown22,LOGIN,SUCCESS,10.3.128.152,US,WKSTN-U1025
AUTH000596,2026-06-15 08:19:00,U1002,donna.ramirez,LOGIN,FAILURE,10.2.245.53,US,WKSTN-U1002
AUTH020084,2026-06-15 08:05:00,U1049,  michelle.jones59 ,LOGIN,SUCCESS,10.0.187.104,IN,WKSTN-U1049
AUTH004110,2026-06-15 08:25:00,U1011,donna.ramirez75,LOGIN,SUCCESS,10.1.65.79,in,WKSTN-U1011
AUTH037437,2026-06-15 08:25:00,U1091,linda.robinson,LOGIN,SUCCESS,10.0.126.82,IN,WKSTN-U1091
AUTH030506,2026-06-15 09:00:00,U1075,steven.lewis,LOGIN,SUCCESS,10.1.240.5,US,WKSTN-U1075
AUTH003750,2026-06-15 08:40:00,U1010,susan.young51,LOGIN,SUCCESS,10.0.16.203,US,WKSTN-U1010
AUTH008014,2026-06-15 08:40:00,U1020,  andrew.thomas36 ,LOGIN,SUCCESS,10.3.251.44,IN,WKSTN-U1020
AUTH039181,2026-06-15 09:10:00,U1095,richard.thomas74,LOGIN,SUCCESS,10.3.222.148,IN,WKSTN-U1095
AUTH026905,2026-06-15 08:50:00,U1066,michelle.wright62,LOGIN,SUCCESS,10.0.71.238,US,WKSTN-U1066
AUTH033824,2026-06-15 08:45:00,U1083,sarah.allen70,LOGIN,SUCCESS,10.2.72.140,US,WKSTN-U1083
AUTH008923,2026-06-15 09:00:00,U1022,sandra.brown,LOGIN,SUCCESS,10.3.253.187,US,WKSTN-U1022
AUTH005345,2026-06-15 09:00:00,U1014,james.taylor,LOGIN,success,10.3.162.80,US,WKSTN-U1014
AUTH032109,2026-06-15 09:08:00,U1079,emily.jones,LOGIN,FAILURE,10.0.76.155,US,WKSTN-U1079
AUTH021669,2026-06-15 09:00:00,U1053,john.jackson31,LOGIN,SUCCESS,10.0.93.154,US,WKSTN-U1053	
AUTH009367,2026-06-15 09:00:00,U1023,richard.wright,LOGIN,SUCCESS,10.3.118.167,IN,WKSTN-U1023
AUTH001799,2026-06-15 08:40:00,U1005,robert.robinson,LOGIN,SUCCESS,10.0.100.253,US,WKSTN-U1005
AUTH004507,2026-06-15 08:45:00,U1012,linda.martinez,LOGIN,SUCCESS,10.0.72.86,US,WKSTN-U1012
AUTH003349,2026-06-15 08:50:00,U1009,daniel.brown,LOGIN,SUCCESS,10.2.163.117,US,WKSTN-U1009
AUTH029694,2026-06-15 08:50:00,U1073,michael.gonzalez,LOGIN,SUCCESS,10.1.184.82,US,WKSTN-U1073
AUTH004927,2026-06-15 08:40:00,U1013,emily.smith,LOGIN,SUCCESS,10.0.22.110,US,WKSTN-U1013
AUTH032107,2026-06-15 09:10:00,U1079,emily.jones,LOGIN,SUCCESS,10.0.122.124,US,WKSTN-U1079
AUTH023277,2026-06-15 09:00:00,U1057,nancy.sanchez,LOGIN,SUCCESS,10.1.200.242,US,WKSTN-U1057
AUTH024479,2026-06-15 08:45:00,U1060,matthew.anderson,LOGIN,SUCCESS,10.2.68.144,IN,WKSTN-U1060
AUTH024074,2026-06-15 09:00:00,U1059,daniel.perez98	,LOGIN,SUCCESS,10.0.81.204,US,WKSTN-U1059
AUTH037893,2026-06-15 08:50:00,U1092,steven.thomas,LOGIN,SUCCESS,10.3.74.212,US,
AUTH009813,2026-06-15 09:05:00,U1024,emily.miller	,LOGIN,SUCCESS,10.0.253.63,US,WKSTN-U1024
AUTH015710,2026-06-15 09:10:00,U1038,emily.clark,LOGIN,SUCCESS,10.0.16.36,US,WKSTN-U1038
AUTH014510,2026-06-15 08:45:00,U1035,nancy.rodriguez82,LOGIN,SUCCESS,10.0.21.35,US,WKSTN-U1035
AUTH028916,2026-06-15 08:40:00,U1071,matthew.robinson35,LOGIN,SUCCESS,10.0.190.159,US,WKSTN-U1071
AUTH016498,2026-06-15 09:50:00,U1040,matthew.martin,LOGIN,SUCCESS,10.0.23.29,US,WKSTN-U1040
AUTH026474,2026-06-15 09:30:00,U1065,MICHAEL.RAMIREZ47,LOGIN,SUCCESS,10.3.113.119,US,WKSTN-U1065
AUTH017700,2026-06-15 09:40:00,U1043,thomas.williams91,LOGIN,SUCCESS,10.3.174.25,US,WKSTN-U1043
AUTH027664,2026-06-15 09:10:00,U1068,susan.thompson34,LOGIN,SUCCESS,10.3.166.235,US,WKSTN-U1068
AUTH013333,2026-06-15 09:20:00,U1032,paul.wright91,LOGIN,SUCCESS,10.3.10.219,IN,WKSTN-U1032
AUTH017299,2026-06-15 09:20:00,U1042,MICHAEL.HILL56,LOGIN,SUCCESS,10.2.42.100,US,WKSTN-U1042
AUTH000177,2026-06-15 09:40:00,U1001,linda.johnson95,LOGIN,SUCCESS,10.3.102.33,US,WKSTN-U1001
AUTH040783,2026-06-15 09:25:00,U1099,,LOGIN,,10.2.252.50,IN,WKSTN-U1099
AUTH011628,2026-06-15 09:30:00,U1028,john.hill,LOGIN,SUCCESS,10.2.99.196,US,WKSTN-U1028
AUTH034738,2026-06-15 09:45:00,U1085,barbara.walker67,LOGIN,SUCCESS,10.1.111.31,US,WKSTN-U1085
AUTH032960,2026-06-15 09:40:00,U1081,margaret.davis,login,SUCCESS,10.2.126.123,US,WKSTN-U1081
AUTH005346,2026-06-15 17:00:00,U1014,james.taylor,LOGOUT,SUCCESS,10.0.95.229,US,WKSTN-U1014
AUTH008454,2026-06-15 09:45:00,U1021,jessica.walker,LOGIN,SUCCESS,10.2.23.254,US,WKSTN-U1021
AUTH020478,2026-06-15 09:30:00,U1050,,LOGIN,SUCCESS,10.1.240.152,US,WKSTN-U1050
AUTH007570,2026-06-15 09:10:00,U1019,  donna.anderson ,LOGIN,SUCCESS,10.3.47.68,US,WKSTN-U1019	
AUTH025688,2026-06-15 09:30:00,U1063,john.nguyen,LOGIN,SUCCESS,10.0.117.60,IN,WKSTN-U1063
AUTH018090,2026-06-15 09:25:00,U1044,LISA.RAMIREZ9,LOGIN,SUCCESS,10.3.25.14,US,WKSTN-U1044
AUTH006640,2026-06-15 09:30:00,U1017,emily.hernandez34,LOGIN,SUCCESS,10.0.121.139,IN,WKSTN-U1017
AUTH012912,2026-06-15 09:20:00,U1031,john.wright28,LOGIN,SUCCESS,10.2.171.217,US,WKSTN-U1031
AUTH022083,2026-06-15 09:10:00,U1054,anthony.martinez,LOGIN,SUCCESS,10.1.98.11,IN,  WKSTN-U1054 
AUTH034282,2026-06-15 09:30:00,U1084,,LOGIN,SUCCESS,10.3.224.11,IN,WKSTN-U1084
AUTH033386,2026-06-15 09:50:00,U1082,karen.hill96,,SUCCESS,10.1.252.94,US,WKSTN-U1082
AUTH013729,2026-06-15 09:45:00,U1033,linda.miller,LOGIN,SUCCESS,10.3.154.167,US,WKSTN-U1033
AUTH037009,2026-06-15 09:40:00,U1090,mary.hill,LOGIN,SUCCESS,10.0.221.49,US,WKSTN-U1090
AUTH013335,2026-06-15 09:18:00,U1032,paul.wright91,LOGIN,FAILURE,10.1.181.210,US,WKSTN-U1032
AUTH028078,2026-06-15 17:00:00,U1069,jessica.clark,LOGOUT,SUCCESS,10.2.221.116,US,
AUTH008015,2026-06-15 17:15:00,U1020,andrew.thomas36,LOGOUT,SUCCESS,10.3.36.83,US,WKSTN-U1020
AUTH006641,2026-06-15 17:45:00,U1017,emily.hernandez34,,SUCCESS,10.0.245.64,US,WKSTN-U1017
AUTH039586,2026-06-15 17:45:00,U1096,david.allen76,LOGOUT,SUCCESS,10.2.45.9,US,WKSTN-U1096
AUTH024893,2026-06-15 17:30:00,U1061,jessica.rodriguez,LOGOUT,SUCCESS,10.1.67.55,US,WKSTN-U1061
AUTH026906,2026-06-15 17:30:00,U1066,michelle.wright62,LOGOUT,SUCCESS,10.0.91.164,US,WKSTN-U1066
AUTH022503,2026-06-15 17:30:00,U1055,patricia.wilson54,LOGOUT,SUCCESS,10.1.177.195,IN,WKSTN-U1055
AUTH034283,2026-06-15 17:30:00,U1084,joshua.taylor,LOGOUT,SUCCESS,10.0.85.149,IN,WKSTN-U1084
AUTH012913,2026-06-15 17:00:00,U1031,john.wright28,LOGOUT,SUCCESS,10.0.125.29,US,WKSTN-U1031
AUTH025284,2026-06-15 17:00:00,U1062,WILLIAM.MARTIN,LOGOUT,SUCCESS,10.0.48.67,IN,WKSTN-U1062
AUTH026085,2026-06-15 17:00:00,U1064,matthew.wright55,LOGOUT,SUCCESS,10.2.56.253,IN,WKSTN-U1064
AUTH030100,2026-06-15 17:45:00,U1074,sarah.williams7,LOGOUT,SUCCESS,10.1.202.111,US,WKSTN-U1074
AUTH000178,2026-06-15 17:30:00,U1001,linda.johnson95,LOGOUT,SUCCESS,10.0.231.46,US,WKSTN-U1001
AUTH021278,2026-06-15 17:00:00,U1052,paul.taylor,LOGOUT,SUCCESS,10.0.133.168,US,WKSTN-U1052
AUTH018091,2026-06-15 17:00:00,U1044,lisa.ramirez9,LOGOUT,SUCCESS,10.1.77.111,US,  WKSTN-U1044 
AUTH001408,2026-06-15 17:30:00,U1004,elizabeth.wilson98,LOGOUT,SUCCESS,10.3.182.25,US,WKSTN-U1004
AUTH002205,2026-06-15 17:15:00,U1006,george.gonzalez,logout,SUCCESS,10.2.155.220,US,WKSTN-U1006
AUTH024480,2026-06-15 17:45:00,U1060,matthew.anderson,LOGOUT,SUCCESS,10.3.206.226,IN,WKSTN-U1060
AUTH019312,2026-06-15 17:15:00,U1047,sandra.lewis,LOGOUT,SUCCESS,10.2.104.226,IN,WKSTN-U1047
AUTH027665,2026-06-15 17:15:00,U1068,susan.thompson34,LOGOUT,SUCCESS,10.0.56.250,US,WKSTN-U1068
AUTH040006,2026-06-15 17:15:00,U1097,mark.martinez10,LOGOUT,SUCCESS,10.3.155.148,US,WKSTN-U1097
AUTH030902,2026-06-15 17:00:00,U1076,john.torres,,SUCCESS,10.2.52.64,IN,WKSTN-U1076
AUTH008455,2026-06-15 17:00:00,U1021,jessica.walker,LOGOUT,,10.2.172.95,US,WKSTN-U1021
AUTH035618,2026-06-15 17:30:00,U1087,charles.sanchez,LOGOUT,success,10.0.229.178,US,WKSTN-U1087
AUTH023679,2026-06-15 17:15:00,U1058,jennifer.ramirez18,LOGOUT,SUCCESS,10.1.78.152,US,WKSTN-U1058
AUTH004508,2026-06-15 18:00:00,U1012,linda.martinez,LOGOUT,success,10.3.199.15,US,WKSTN-U1012
AUTH022882,2026-06-15 18:30:00,U1056,anthony.clark,LOGOUT,SUCCESS,10.0.229.16,US,WKSTN-U1056
AUTH032108,2026-06-15 17:45:00,U1079,emily.jones,LOGOUT,SUCCESS,10.2.131.54,US,WKSTN-U1079
AUTH014511,2026-06-15 18:15:00,U1035,nancy.rodriguez82,LOGOUT,SUCCESS,10.1.198.207,US,WKSTN-U1035
AUTH020085,2026-06-15 18:30:00,U1049,michelle.jones59,LOGOUT,SUCCESS,10.0.2.60,IN,
AUTH028498,2026-06-15 18:00:00,U1070,betty.thomas40,LOGOUT,SUCCESS,10.3.248.20,US,WKSTN-U1070
AUTH013730,2026-06-15 18:30:00,U1033,linda.miller,LOGOUT,SUCCESS,10.3.161.79,US,WKSTN-U1033
AUTH015711,2026-06-15 18:00:00,U1038,emily.clark,LOGOUT,SUCCESS,10.1.252.216,US,WKSTN-U1038
AUTH029695,2026-06-15 18:30:00,U1073,michael.gonzalez,LOGOUT,success,10.3.44.23,US,WKSTN-U1073
AUTH021670,2026-06-15 18:15:00,U1053,john.jackson31,LOGOUT,SUCCESS,10.2.17.63,US,WKSTN-U1053
AUTH009368,2026-06-15 18:15:00,U1023,richard.wright,LOGOUT,SUCCESS,10.3.141.10,US,WKSTN-U1023
AUTH000595,2026-06-15 18:15:00,U1002,DONNA.RAMIREZ,LOGOUT,SUCCESS,10.3.78.15,US,WKSTN-U1002
AUTH031283,2026-06-15 18:30:00,U1077,kimberly.harris58,logout,SUCCESS,10.3.220.10,US,WKSTN-U1077
AUTH018905,2026-06-15 17:45:00,U1046,michelle.torres39,LOGOUT,SUCCESS,10.1.226.23,US,WKSTN-U1046
AUTH037894,2026-06-15 17:45:00,U1092,steven.thomas,LOGOUT,SUCCESS,10.3.137.140,US,WKSTN-U1092
AUTH039182,2026-06-15 18:30:00,U1095,richard.thomas74,LOGOUT,SUCCESS,10.2.171.225,US,WKSTN-U1095
AUTH020885,2026-06-15 18:00:00,U1051,,LOGOUT,SUCCESS,10.3.20.10,US,WKSTN-U1051
AUTH027290,2026-06-15 18:15:00,U1067,paul.thomas97,LOGOUT,SUCCESS,10.0.163.163,US,WKSTN-U1067
AUTH022084,2026-06-15 18:15:00,U1054,anthony.martinez,LOGOUT,SUCCESS,10.0.221.233,US,WKSTN-U1054
AUTH028917,2026-06-15 18:30:00,U1071,matthew.robinson35,LOGOUT,SUCCESS,10.2.135.5,IN,WKSTN-U1071
AUTH033387,2026-06-15 18:00:00,U1082,karen.hill96,LOGOUT,SUCCESS,10.3.223.145,US,WKSTN-U1082
AUTH017300,2026-06-15 18:00:00,U1042,michael.hill56,LOGOUT,SUCCESS,10.3.32.68,US,WKSTN-U1042
AUTH029319,2026-06-15 18:00:00,U1072,kenneth.lopez,LOGOUT,SUCCESS,10.2.230.72,US,WKSTN-U1072	
AUTH016896,2026-06-15 18:00:00,U1041,matthew.allen52,LOGOUT,SUCCESS,10.1.198.226,US,WKSTN-U1041
AUTH008924,2026-06-15 18:30:00,U1022,sandra.brown,LOGOUT,SUCCESS,10.0.234.78,US,WKSTN-U1022
AUTH010716,2026-06-15 19:15:00,U1026,elizabeth.gonzalez,LOGOUT,SUCCESS,10.1.218.248,US,WKSTN-U1026
AUTH034739,2026-06-15 19:15:00,U1085,barbara.walker67,LOGOUT,SUCCESS,10.2.74.181,IN,WKSTN-U1085
AUTH037010,2026-06-15 18:30:00,U1090,mary.hill,LOGOUT,SUCCESS,10.3.237.65,US,WKSTN-U1090
AUTH007110,2026-06-15 19:00:00,U1018,betty.white57,LOGOUT,SUCCESS,10.0.250.141,US,WKSTN-U1018
AUTH038326,2026-06-15 18:45:00,U1093,sarah.clark44,LOGOUT,SUCCESS,10.3.26.144,US,WKSTN-U1093
AUTH024075,2026-06-15 19:00:00,U1059,  daniel.perez98 ,LOGOUT,SUCCESS,10.1.119.242,US,WKSTN-U1059
AUTH023278,2026-06-15 18:45:00,U1057,nancy.sanchez,LOGOUT,SUCCESS,10.3.128.138,US,WKSTN-U1057
AUTH017701,2026-06-15 19:15:00,U1043,thomas.williams91,LOGOUT,SUCCESS,10.1.39.29,US,WKSTN-U1043
AUTH018481,2026-06-15 19:00:00,U1045,  daniel.sanchez90 ,LOGOUT,SUCCESS,10.3.10.203,US,WKSTN-U1045
AUTH013334,2026-06-15 19:00:00,U1032,paul.wright91,LOGOUT,SUCCESS,10.1.254.110,US,WKSTN-U1032
AUTH007571,2026-06-15 18:45:00,U1019,donna.anderson,LOGOUT,SUCCESS,10.1.140.149,US,WKSTN-U1019
AUTH041155,2026-06-15 18:30:00,U1100,daniel.brown38,LOGOUT,SUCCESS,10.0.165.36,US,WKSTN-U1100
AUTH033825,2026-06-15 18:30:00,U1083,sarah.allen70,LOGOUT,SUCCESS,10.1.94.208,US,WKSTN-U1083
AUTH016499,2026-06-15 18:45:00,U1040,matthew.martin,,SUCCESS,10.2.177.18,US,WKSTN-U1040
AUTH009814,2026-06-15 18:45:00,U1024,emily.miller,LOGOUT,SUCCESS,10.3.21.174,us,  WKSTN-U1024 
AUTH040784,2026-06-15 19:00:00,U1099,joseph.garcia,LOGOUT,SUCCESS,10.2.175.38,IN,WKSTN-U1099
AUTH011629,2026-06-15 18:45:00,U1028,  john.hill ,LOGOUT,SUCCESS,10.3.138.208,US,WKSTN-U1028
AUTH004928,2026-06-15 18:45:00,U1013,emily.smith,LOGOUT,SUCCESS,10.1.3.164,IN,WKSTN-U1013
AUTH026475,2026-06-15 19:00:00,U1065,michael.ramirez47,LOGOUT,SUCCESS,10.3.35.188,US,WKSTN-U1065
AUTH012052,2026-06-15 18:45:00,U1029,michelle.garcia54,LOGOUT,SUCCESS,10.0.237.174,US,WKSTN-U1029
AUTH003350,2026-06-15 19:00:00,U1009,daniel.brown,LOGOUT,SUCCESS,10.3.189.129,US,WKSTN-U1009
AUTH006168,2026-06-15 18:45:00,U1016,patricia.thomas,LOGOUT,SUCCESS,10.3.52.226,US,WKSTN-U1016
AUTH016098,2026-06-15 19:00:00,U1039,mark.thomas,LOGOUT,SUCCESS,10.2.19.150,US,WKSTN-U1039
AUTH015306,2026-06-15 18:30:00,U1037,robert.martin,LOGOUT,SUCCESS,10.3.219.113,,WKSTN-U1037
AUTH002969,2026-06-15 19:00:00,U1008,joshua.hernandez,LOGOUT,SUCCESS,10.1.125.67,US,WKSTN-U1008
AUTH001012,2026-06-15 19:45:00,U1003,kenneth.clark29,LOGOUT,SUCCESS,10.2.56.26,IN,WKSTN-U1003
AUTH035188,2026-06-15 19:30:00,U1086,steven.thompson53,LOGOUT,SUCCESS,10.1.180.151,,WKSTN-U1086
AUTH032961,2026-06-15 19:45:00,U1081,margaret.davis,LOGOUT,SUCCESS,10.0.147.161,US,WKSTN-U1081
AUTH010271,2026-06-15 19:15:00,U1025,betty.brown22,LOGOUT,SUCCESS,10.1.34.215,US,WKSTN-U1025
AUTH001800,2026-06-15 19:15:00,U1005,robert.robinson,LOGOUT,SUCCESS,10.0.142.147,IN,WKSTN-U1005
AUTH037438,2026-06-15 19:45:00,U1091,linda.robinson,LOGOUT,SUCCESS,10.2.67.195,US,WKSTN-U1091
AUTH004111,2026-06-15 19:30:00,U1011,donna.ramirez75,LOGOUT,SUCCESS,10.0.42.209,US,WKSTN-U1011
AUTH020479,2026-06-15 19:15:00,U1050,michael.ramirez,LOGOUT,SUCCESS,,US,WKSTN-U1050
AUTH019718,2026-06-15 19:45:00,U1048,jennifer.thomas87,LOGOUT,SUCCESS,10.1.219.44,US,WKSTN-U1048
AUTH033851,2026-06-16 07:00:00,U1083,sarah.allen70,LOGIN,SUCCESS,10.2.207.217,US,WKSTN-U1083
AUTH031684,2026-06-15 19:30:00,U1078,michelle.miller,LOGOUT,SUCCESS,10.3.39.32,US,WKSTN-U1078
AUTH003751,2026-06-15 19:30:00,U1010,susan.young51	,LOGOUT,SUCCESS,10.1.159.139,US,WKSTN-U1010
AUTH002594,2026-06-15 19:30:00,U1007,sarah.robinson82,LOGOUT,SUCCESS,10.2.149.224,us,WKSTN-U1007
AUTH031703,2026-06-16 07:05:00,U1078,michelle.miller,LOGIN,FAILURE,10.2.181.133,US,WKSTN-U1078
AUTH030507,2026-06-15 19:30:00,U1075,steven.lewis,LOGOUT,SUCCESS,10.2.81.30,US,WKSTN-U1075
AUTH025689,2026-06-15 19:15:00,U1063,john.nguyen,LOGOUT,SUCCESS,10.2.48.250,US,WKSTN-U1063
AUTH038772,2026-06-15 19:45:00,U1094,,LOGOUT,SUCCESS,10.2.56.151,US,WKSTN-U1094
AUTH005750,2026-06-15 19:45:00,U1015,lisa.hernandez,LOGOUT,SUCCESS,10.3.78.195,,WKSTN-U1015
AUTH014899,2026-06-15 19:30:00,U1036,linda.jones,LOGOUT,SUCCESS,10.2.206.77,IN,WKSTN-U1036
AUTH011167,2026-06-15 19:45:00,U1027,,logout,SUCCESS,10.0.177.219,US,
AUTH036540,2026-06-15 19:15:00,U1089,paul.brown27,LOGOUT,SUCCESS,10.3.122.196,US,WKSTN-U1089
AUTH040402,2026-06-15 19:15:00,U1098,nancy.wright49,LOGOUT,SUCCESS,10.2.190.78,US,WKSTN-U1098
AUTH014111,2026-06-15 19:30:00,U1034,thomas.allen63,LOGOUT,SUCCESS,10.3.253.242,IN,WKSTN-U1034
AUTH013746,2026-06-16 07:00:00,U1033,linda.miller,LOGIN,SUCCESS,10.3.69.158,IN,WKSTN-U1033
AUTH036111,2026-06-15 19:45:00,U1088,andrew.smith85,LOGOUT,SUCCESS,10.3.131.119,US,WKSTN-U1088
AUTH015728,2026-06-16 07:20:00,U1038,emily.clark,LOGIN,SUCCESS,10.1.5.76,US,WKSTN-U1038
AUTH018113,2026-06-16 07:25:00,U1044,lisa.ramirez9,LOGIN,SUCCESS,10.1.171.56,US,WKSTN-U1044
AUTH010733,2026-06-16 07:15:00,U1026,elizabeth.gonzalez,LOGIN,SUCCESS,10.1.13.235,US,WKSTN-U1026
AUTH002224,2026-06-16 07:15:00,U1006,GEORGE.GONZALEZ,LOGIN,SUCCESS,10.1.144.7,US,WKSTN-U1006
AUTH006667,2026-06-16 07:10:00,U1017,EMILY.HERNANDEZ34,LOGIN,SUCCESS,10.1.147.172,US,WKSTN-U1017
