event_id,timestamp,user_id,username,device,process_name,action,cpu_pct,mem_mb
EP022537,2026-06-17 14:11:00,U1055,patricia.wilson54,WKSTN-U1055,  Excel ,PROCESS_START,30.7,406
EP038814,2026-06-17 14:11:00,U1094,elizabeth.lewis69,WKSTN-U1094,Wireshark,PROCESS_START,7.7,390
EP014933,2026-06-17 14:02:00,U1036,linda.jones,WKSTN-U1036,Outlook,PROCESS_START,18.0,857
EP033002,2026-06-17 14:02:00,U1081,MARGARET.DAVIS	,WKSTN-U1081	,teams.exe,PROCESS_START,32.7,590
EP021316,2026-06-17 13:58:00,U1052,paul.taylor,WKSTN-U1052,Chrome,PROCESS_START,17.1,659
EP012948,2026-06-17 13:50:00,U1031,john.wright28,WKSTN-U1031,notepad.exe,PROCESS_START,12.5,601
EP022539,2026-06-17 13:48:00,U1055,patricia.wilson54,WKSTN-U1055,notepad.exe,PROCESS_START,16.7,297
EP007160,2026-06-17 14:05:00,U1018,betty.white57,,explorer.exe,PROCESS_START,,484
EP022922,2026-06-17 13:58:00,U1056,anthony.clark,WKSTN-U1056,Excel,PROCESS_START,29.1,755
EP041194,2026-06-17 13:53:00,U1100,daniel.brown38,WKSTN-U1100,explorer.exe,PROCESS_START,17.2,449
EP031320,2026-06-17 14:17:00,U1077,kimberly.harris58,WKSTN-U1077,outlook.exe,PROCESS_START,19.2,796
EP003397,2026-06-17 14:02:00,U1009,daniel.brown,WKSTN-U1009,chrome.exe,PROCESS_START,13.5,402
EP008496,2026-06-17 14:10:00,U1021,jessica.walker,WKSTN-U1021,explorer.exe,PROCESS_START,9.7,550
EP023315,2026-06-17 14:13:00,U1057,nancy.sanchez,WKSTN-U1057,Zoom	,PROCESS_START,16.3,236
EP030546,2026-06-17 13:57:00,U1075,steven.lewis,WKSTN-U1075,Word,PROCESS_START,12.6,147
EP010311,2026-06-17 13:51:00,U1025,betty.brown22,WKSTN-U1025,notepad.exe,PROCESS_START,13.6,783
EP019747,2026-06-17 14:08:00,U1048,jennifer.thomas87,WKSTN-U1048,teams.exe,PROCESS_START,24.1,225
EP025727,2026-06-17 13:53:00,U1063,john.nguyen,WKSTN-U1063	,notepad.exe,PROCESS_START,13.2,844
EP022924,2026-06-17 14:06:00,U1056,anthony.clark,,Excel,PROCESS_START,9.1,625
EP013766,2026-06-17 14:27:00,U1033,linda.miller,WKSTN-U1033,Outlook,PROCESS_START,16.6,696
EP012104,2026-06-17 14:35:00,U1029,michelle.garcia54,WKSTN-U1029,Git,PROCESS_START,20.5,162
EP030131,2026-06-17 14:42:00,U1074,sarah.williams7,WKSTN-U1074,notepad.exe,PROCESS_START,2.0,858
EP019349,2026-06-17 14:28:00,U1047,SANDRA.LEWIS,WKSTN-U1047,Chrome,PROCESS_START,29.6,404
EP033003,2026-06-17 14:43:00,U1081,margaret.davis,WKSTN-U1081,outlook.exe,PROCESS_START,1.7,808
EP035662,2026-06-17 14:27:00,U1087,charles.sanchez,WKSTN-U1087,teams.exe,PROCESS_START,21.7,863
EP021707,2026-06-17 14:24:00,U1053,john.jackson31,WKSTN-U1053,Outlook,PROCESS_START,26.1,700
EP003392,2026-06-17 14:40:00,U1009,daniel.brown,WKSTN-U1009,explorer.exe,PROCESS_START,19.9,688
EP038377,2026-06-17 14:17:00,U1093,sarah.clark44,WKSTN-U1093,PuTTY,PROCESS_START,23.5,320
EP031321,2026-06-17 14:39:00,U1077,kimberly.harris58,WKSTN-U1077,Word,PROCESS_START,31.3,188
EP019748,2026-06-17 14:36:00,U1048,jennifer.thomas87,WKSTN-U1048,outlook.exe,PROCESS_START,1.7,808
EP025330,2026-06-17 14:27:00,U1062,,WKSTN-U1062,Outlook,PROCESS_START,21.7,735
EP001450,2026-06-17 14:40:00,U1004,,WKSTN-U1004,teams.exe,PROCESS_START,18.8,430
EP010757,2026-06-17 14:39:00,U1026,elizabeth.gonzalez,WKSTN-U1026,Slack,PROCESS_START,4.9,888
EP016541,2026-06-17 14:23:00,U1040,matthew.martin,WKSTN-U1040,chrome.exe,PROCESS_START,18.6,647
EP006208,2026-06-17 14:43:00,U1016,patricia.thomas,WKSTN-U1016	,Chrome,PROCESS_START,13.2,236
EP031319,2026-06-17 14:37:00,U1077,kimberly.harris58,WKSTN-U1077,chrome.exe,PROCESS_START,2.7,324
EP007613,2026-06-17 14:20:00,U1019,donna.anderson,WKSTN-U1019,Slack,PROCESS_START,23.4,431
EP030135,2026-06-17 14:41:00,U1074,sarah.williams7,WKSTN-U1074,DocuSign,PROCESS_START,17.0,465
EP009862,2026-06-17 14:39:00,U1024,emily.miller,WKSTN-U1024,Chrome,PROCESS_START,6.7,702
EP040056,2026-06-17 14:39:00,U1097,mark.martinez10,WKSTN-U1097,notepad.exe,PROCESS_START,19.4,669
EP009414,2026-06-17 14:25:00,U1023,richard.wright,WKSTN-U1023,Docker Desktop,PROCESS_START,2.7,366
EP034785,2026-06-17 14:27:00,U1085,barbara.walker67,WKSTN-U1085,Slack,PROCESS_START,19.6,690
EP030132,2026-06-17 14:38:00,U1074,sarah.williams7,WKSTN-U1074,  DocuSign ,PROCESS_START,12.0,656
EP020515,2026-06-17 14:38:00,U1050,michael.ramirez,WKSTN-U1050,notepad.exe,PROCESS_START,6.5,446
EP020928,2026-06-17 15:01:00,U1051,sandra.king72,WKSTN-U1051,chrome.exe,PROCESS_START,25.0,655
EP026939,2026-06-17 15:02:00,U1066,michelle.wright62,WKSTN-U1066,explorer.exe,process_start,23.8,506
EP040822,2026-06-17 15:00:00,U1099,joseph.garcia,WKSTN-U1099,Chrome,PROCESS_START,34.9,762
EP017739,2026-06-17 15:00:00,U1043,thomas.williams91,WKSTN-U1043,teams.exe,PROCESS_START,11.4,755
EP018946,2026-06-17 15:00:00,U1046,michelle.torres39,WKSTN-U1046,Workday	,PROCESS_START,4.0,432
EP039226,2026-06-17 14:58:00,U1095,richard.thomas74,WKSTN-U1095,chrome.exe,PROCESS_START,7.6,585
EP005380,2026-06-17 14:57:00,U1014,james.taylor,WKSTN-U1014,explorer.exe,PROCESS_START,33.5,88
EP016540,2026-06-17 15:11:00,U1040,matthew.martin,WKSTN-U1040,explorer.exe,PROCESS_START,24.3,693
EP010314,2026-06-17 14:45:00,U1025,betty.brown22,WKSTN-U1025,chrome.exe,PROCESS_START,22.5,296
EP028119,2026-06-17 14:52:00,U1069,jessica.clark,WKSTN-U1069	,Chrome,PROCESS_START,3.1,477
EP017738,2026-06-17 14:45:00,U1043,thomas.williams91,WKSTN-U1043,Workday,PROCESS_START,29.1,596
EP018944,2026-06-17 14:48:00,U1046,michelle.torres39,WKSTN-U1046,notepad.exe,PROCESS_START,30.6,883
EP005792,2026-06-17 15:08:00,U1015,lisa.hernandez,WKSTN-U1015,Excel,PROCESS_START,7.9,306
EP014934,2026-06-17 14:57:00,U1036,linda.jones,WKSTN-U1036,Chrome,PROCESS_START,3.6,159
EP033422,2026-06-17 14:45:00,U1082,karen.hill96,WKSTN-U1082,notepad.exe,PROCESS_START,24.9,451
EP034326,2026-06-17 14:46:00,U1084,joshua.taylor,WKSTN-U1084,outlook.exe,PROCESS_START,8.4,507
EP023314,2026-06-17 15:04:00,U1057,nancy.sanchez,WKSTN-U1057,Chrome,PROCESS_START,28.4,310
EP021317,2026-06-17 14:47:00,U1052,paul.taylor,  WKSTN-U1052 ,Salesforce,PROCESS_START,30.1,345
EP030547,2026-06-17 14:44:00,U1075,steven.lewis,WKSTN-U1075,notepad.exe,PROCESS_START,6.1,691
EP020115,2026-06-17 15:04:00,U1049,michelle.jones59,WKSTN-U1049,Chrome,PROCESS_START,10.8,297
EP019351,2026-06-17 14:51:00,U1047,sandra.lewis,WKSTN-U1047,notepad.exe,PROCESS_START,14.8,204
EP026940,2026-06-17 14:46:00,U1066,michelle.wright62,WKSTN-U1066,DocuSign,PROCESS_START,7.3,882
EP040054,2026-06-17 14:44:00,U1097,mark.martinez10,WKSTN-U1097,outlook.exe,PROCESS_START,31.5,220
EP026123,2026-06-17 15:02:00,U1064,matthew.wright55,WKSTN-U1064,Word,PROCESS_START,25.9,237
EP001448,2026-06-17 14:57:00,U1004,elizabeth.wilson98,WKSTN-U1004,SAP,PROCESS_START,17.3,399
EP029734,2026-06-17 15:30:00,U1073,michael.gonzalez,WKSTN-U1073,notepad.exe,PROCESS_START,29.8,699
EP011214,2026-06-17 15:19:00,U1027,patricia.brown75,WKSTN-U1027,VSCode,PROCESS_START,22.0,262
EP007611,2026-06-17 15:13:00,U1019,donna.anderson,WKSTN-U1019,,PROCESS_START,6.0,880
EP010759,2026-06-17 15:11:00,U1026,elizabeth.gonzalez,WKSTN-U1026,Slack,PROCESS_START,27.0,681
EP009864,2026-06-17 15:14:00,U1024,emily.miller,WKSTN-U1024,Chrome,PROCESS_START,30.9,806
EP034786,2026-06-17 15:11:00,U1085,barbara.walker67,WKSTN-U1085,explorer.exe,PROCESS_START,27.8,353
EP004970,2026-06-17 15:11:00,U1013,emily.smith,WKSTN-U1013,notepad.exe,process_start,14.2,179
EP018517,2026-06-17 15:15:00,U1045,daniel.sanchez90,WKSTN-U1045,,PROCESS_START,17.1,891
EP008498,2026-06-17 15:20:00,U1021,jessica.walker,WKSTN-U1021,Docker Desktop,PROCESS_START,14.7,83
EP031721,2026-06-17 15:19:00,U1078,michelle.miller,WKSTN-U1078,Chrome,PROCESS_START,2.0,228
EP024115,2026-06-17 15:32:00,U1059,daniel.perez98,WKSTN-U1059,outlook.exe,PROCESS_START,33.4,596
EP008058,2026-06-17 15:32:00,U1020,andrew.thomas36,WKSTN-U1020,Slack,PROCESS_START,18.1,309
EP004149,2026-06-17 15:14:00,U1011,DONNA.RAMIREZ75,,Outlook,PROCESS_START,27.8,633
EP040053,2026-06-17 15:32:00,U1097,mark.martinez10,WKSTN-U1097,notepad.exe,PROCESS_START,21.3,370
EP025723,2026-06-17 15:30:00,U1063,john.nguyen,WKSTN-U1063,outlook.exe,process_start,23.3,705
EP001843,2026-06-17 15:32:00,U1005,robert.robinson,WKSTN-U1005,Excel,PROCESS_START,12.6,763
EP022536,2026-06-17 15:25:00,U1055,patricia.wilson54,WKSTN-U1055,Excel,PROCESS_START,30.3,746
EP036585,2026-06-17 15:23:00,U1089,paul.brown27,  WKSTN-U1089 ,notepad.exe,PROCESS_START,17.1,704
EP016543,2026-06-17 15:33:00,U1040,,WKSTN-U1040,notepad.exe,PROCESS_START,15.2,529
EP015747,2026-06-17 15:30:00,U1038,emily.clark,WKSTN-U1038,Excel,PROCESS_START,31.9,204
EP037054,2026-06-17 15:20:00,U1090,mary.hill,WKSTN-U1090,Active Directory Console,PROCESS_START,4.7,590
EP024116,2026-06-17 15:20:00,U1059,daniel.perez98,WKSTN-U1059,explorer.exe,PROCESS_START,9.8,783
EP008501,2026-06-17 15:16:00,U1021,jessica.walker,WKSTN-U1021,Jenkins,PROCESS_START,5.1,265
EP037051,2026-06-17 15:12:00,U1090,mary.hill,WKSTN-U1090,teams.exe,PROCESS_START,4.5,365
EP028957,2026-06-17 15:21:00,U1071,matthew.robinson35,WKSTN-U1071,Word,PROCESS_START,29600.0,672
EP032148,2026-06-17 16:10:00,U1079,emily.jones,WKSTN-U1079,Active Directory Console,PROCESS_START,19.2,620
EP039635,2026-06-17 15:35:00,U1096,david.allen76,WKSTN-U1096,explorer.exe,PROCESS_START,16.5,426
EP038813,2026-06-17 16:03:00,U1094,elizabeth.lewis69,WKSTN-U1094,,PROCESS_START,11.1,790
EP038376,2026-06-17 16:15:00,U1093,sarah.clark44,WKSTN-U1093,Active Directory Console,,21.8,669
EP034784,2026-06-17 16:23:00,U1085,barbara.walker67	,WKSTN-U1085,Slack,PROCESS_START,27.2,
EP035234,2026-06-17 16:10:00,U1086,steven.thompson53,WKSTN-U1086,Chrome,PROCESS_START,7.8,258
EP015746,2026-06-17 15:43:00,U1038,emily.clark,WKSTN-U1038,Workday,PROCESS_START,17.7,890
EP002247,2026-06-17 16:05:00,U1006,george.gonzalez,WKSTN-U1006,Excel,PROCESS_START,27.8,232
EP036150,2026-06-17 15:35:00,U1088,andrew.smith85,WKSTN-U1088,Wireshark,PROCESS_START,30.5,344
EP001841,2026-06-17 16:09:00,U1005,robert.robinson,WKSTN-U1005,SAP,PROCESS_START,15.4,280
EP038812,2026-06-17 15:38:00,U1094,elizabeth.lewis69,WKSTN-U1094,teams.exe,PROCESS_START,27.8,277
EP002248,2026-06-17 15:48:00,U1006,george.gonzalez,WKSTN-U1006,QuickBooks,PROCESS_START,11.9,479
EP039637,2026-06-17 15:34:00,U1096,david.allen76,WKSTN-U1096,outlook.exe,PROCESS_START,2.8,161
EP029360,2026-06-17 15:40:00,U1072,kenneth.lopez,WKSTN-U1072,explorer.exe,PROCESS_START,18.8,237
EP018129,2026-06-17 15:55:00,U1044,lisa.ramirez9,WKSTN-U1044,chrome.exe,PROCESS_START,10.4,176
EP016929,2026-06-17 16:00:00,U1041,matthew.allen52,WKSTN-U1041,Workday,PROCESS_START,6.5,856
EP035237,2026-06-17 15:56:00,U1086,steven.thompson53,WKSTN-U1086,explorer.exe,PROCESS_START,12.1,290
EP022125,2026-06-17 16:11:00,U1054,anthony.martinez,WKSTN-U1054,outlook.exe,PROCESS_START,32.4,780
EP014551,2026-06-17 16:28:00,U1035,nancy.rodriguez82,WKSTN-U1035,Outlook,PROCESS_START,8.2,534
EP041193,2026-06-17 15:40:00,U1100,daniel.brown38,WKSTN-U1100,outlook,PROCESS_START,13.6,892
EP027697,2026-06-17 15:38:00,U1068,susan.thompson34,WKSTN-U1068,Chrome,PROCESS_START,34.5,363
EP023717,2026-06-17 16:01:00,U1058,jennifer.ramirez18,WKSTN-U1058,outlook.exe,PROCESS_START,1.2,116
EP016930,2026-06-17 16:01:00,U1041,matthew.allen52,WKSTN-U1041,teams.exe,PROCESS_START,6.2,657
EP022538,2026-06-17 16:12:00,U1055,patricia.wilson54,WKSTN-U1055,explorer.exe,PROCESS_START,32.3,248
EP020118,2026-06-17 15:47:00,U1049,michelle.jones59,WKSTN-U1049,Salesforce,PROCESS_START,31.2,388
EP037050,2026-06-17 16:54:00,U1090,mary.hill,WKSTN-U1090,explorer.exe,PROCESS_START,1.4,257
EP012100,2026-06-17 17:00:00,U1029,michelle.garcia54,WKSTN-U1029,chrome.exe,PROCESS_START,9.5,586
EP001051,2026-06-17 17:15:00,U1003,kenneth.clark29,WKSTN-U1003,Outlook,PROCESS_START,26.4,696
EP038815,2026-06-17 17:06:00,U1094,elizabeth.lewis69,WKSTN-U1094,Terminal,PROCESS_START,13.0,861
EP039634,2026-06-17 16:42:00,U1096,DAVID.ALLEN76,,PowerPoint,PROCESS_START,33.4,857
EP034327,2026-06-17 16:47:00,U1084,joshua.taylor,WKSTN-U1084,notepad.exe,PROCESS_START,25.6,523
EP003003,2026-06-17 16:29:00,U1008,joshua.hernandez,WKSTN-U1008,Outlook,PROCESS_START,8.1,813
EP029735,2026-06-17 17:01:00,U1073,michael.gonzalez,WKSTN-U1073	,  Word ,PROCESS_START,5.4,629
EP001842,2026-06-17 17:09:00,U1005,robert.robinson,WKSTN-U1005,Outlook,PROCESS_START,22.8,-286.0
EP034787,2026-06-17 17:15:00,U1085,barbara.walker67,WKSTN-U1085,Slack,PROCESS_START,17.6,893
EP033424,2026-06-17 16:42:00,U1082,karen.hill96,WKSTN-U1082,Active Directory Console,PROCESS_START,3.8,330
EP037943,2026-06-17 17:10:00,U1092,,WKSTN-U1092,Chrome,PROCESS_START,13.7,82
EP037939,2026-06-17 16:55:00,U1092,steven.thomas,WKSTN-U1092,Chrome,PROCESS_START,4.3,584
EP030134,2026-06-17 16:30:00,U1074,sarah.williams7,WKSTN-U1074,outlook.exe,PROCESS_START,3.3,830
EP000632,2026-06-17 16:33:00,U1002,donna.ramirez,WKSTN-U1002,SAP,PROCESS_START,9.5,547
EP018130,2026-06-17 17:03:00,U1044,lisa.ramirez9,WKSTN-U1044,Chrome,PROCESS_START,17.5,864
EP005790,2026-06-17 17:29:00,U1015,lisa.hernandez,WKSTN-U1015,explorer.exe,PROCESS_START,3.0,533
EP000220,2026-06-17 16:42:00,U1001,linda.johnson95,WKSTN-U1001,teams.exe,PROCESS_START,24.1,201
EP021314,2026-06-17 16:35:00,U1052,paul.taylor,WKSTN-U1052,Zoom,PROCESS_START,4.3,208
EP022123,2026-06-17 16:51:00,U1054,anthony.martinez,WKSTN-U1054,Outlook,PROCESS_START,24.8,711
EP036582,2026-06-17 17:21:00,U1089,paul.brown27,WKSTN-U1089,chrome.exe,PROCESS_START,23.5,683
EP035660,2026-06-17 16:51:00,U1087,CHARLES.SANCHEZ,WKSTN-U1087,Active Directory Console,PROCESS_START,8.4,268
EP039636,2026-06-17 16:58:00,U1096,david.allen76,WKSTN-U1096,chrome.exe,PROCESS_START,22.3,109
EP037940,2026-06-17 17:12:00,U1092,steven.thomas,WKSTN-U1092,outlook.exe,PROCESS_START,5.6,N/A
EP028541,2026-06-17 17:27:00,U1070,betty.thomas40,WKSTN-U1070,explorer.exe,PROCESS_START,7.4,704
EP013782,2026-06-18 07:35:00,U1033,linda.miller,WKSTN-U1033,teams.exe,,10.2,727
EP033005,2026-06-17 17:36:00,U1081,margaret.davis,WKSTN-U1081,outlook.exe,PROCESS_START,4.7,693
EP034804,2026-06-18 08:01:00,U1085,barbara.walker67,WKSTN-U1085,Active Directory Console,PROCESS_START,27.3,872
EP028559,2026-06-18 08:14:00,U1070,betty.thomas40,WKSTN-U1070,Chrome,PROCESS_START,3.8,241
EP007159,2026-06-17 17:31:00,U1018,betty.white57,WKSTN-U1018,notepad.exe,PROCESS_START,1.4,81
EP021335,2026-06-18 07:31:00,U1052,paul.taylor,WKSTN-U1052,chrome.exe,PROCESS_START,33.7,660
EP021725,2026-06-18 07:57:00,U1053,john.jackson31,WKSTN-U1053,Outlook,PROCESS_START,27.6,701
EP010774,2026-06-18 08:04:00,U1026,elizabeth.gonzalez,WKSTN-U1026,chrome.exe,PROCESS_START,3.5,806
EP026536,2026-06-18 08:01:00,U1065,michael.ramirez47,WKSTN-U1065,outlook.exe,PROCESS_START,19.9,869
EP030156,2026-06-18 07:30:00,U1074,sarah.williams7,WKSTN-U1074,outlook.exe,PROCESS_START,26.4,205
EP010775,2026-06-18 07:55:00,U1026,elizabeth.gonzalez,WKSTN-U1026	,VSCode,PROCESS_START,29.6,855
EP021337,2026-06-18 07:35:00,U1052,paul.taylor,WKSTN-U1052,outlook.exe,PROCESS_START,20.7,651
EP019370,2026-06-18 08:01:00,U1047,sandra.lewis,WKSTN-U1047,  Salesforce ,PROCESS_START,5.4,792
EP040073,2026-06-18 07:26:00,U1097,mark.martinez10,WKSTN-U1097,PowerPoint,PROCESS_START,30.0,791
EP001860,2026-06-18 07:25:00,U1005,robert.robinson,WKSTN-U1005,QuickBooks,PROCESS_START,13.9,886
EP001859,2026-06-18 07:26:00,U1005,robert.robinson,WKSTN-U1005	,QuickBooks,PROCESS_START,29.7,183
EP028540,2026-06-17 17:34:00,U1070,betty.thomas40,WKSTN-U1070,Word,PROCESS_START,6.5,406
EP028117,2026-06-17 17:55:00,U1069,,WKSTN-U1069,Outlook,PROCESS_START,15.7,501
EP018128,2026-06-17 17:56:00,U1044,lisa.ramirez9,WKSTN-U1044,teams.exe,PROCESS_START,33.6,380
EP030133,2026-06-17 17:53:00,U1074,sarah.williams7,WKSTN-U1074,chrome.exe,PROCESS_START,21.3,305
EP021727,2026-06-18 07:41:00,U1053,john.jackson31,WKSTN-U1053,Outlook,PROCESS_START,5.9,220
EP001052,2026-06-17 17:45:00,U1003,kenneth.clark29,WKSTN-U1003,SAP,PROCESS_START,22.6,727
EP033425,2026-06-17 17:50:00,U1082,karen.hill96,WKSTN-U1082,chrome.exe,PROCESS_START,21.0,537
EP033444,2026-06-18 07:16:00,U1082,karen.hill96,WKSTN-U1082,notepad.exe,PROCESS_START,7.7,88
EP007161,2026-06-17 17:36:00,U1018,betty.white57,WKSTN-U1018,CHROME,PROCESS_START,16.9,574
EP030948,2026-06-18 08:40:00,U1076,john.torres,WKSTN-U1076,Chrome,PROCESS_START,22.9,466
EP034352,2026-06-18 08:56:00,U1084,joshua.taylor,WKSTN-U1084,explorer.exe,PROCESS_START,4.0,380
EP011691,2026-06-18 08:54:00,U1028,john.hill,WKSTN-U1028,outlook.exe,PROCESS_START,33.5,87
EP021723,2026-06-18 08:59:00,U1053,john.jackson31,WKSTN-U1053,outlook.exe,PROCESS_START,16.6,525
EP040453,2026-06-18 08:21:00,U1098,NANCY.WRIGHT49,WKSTN-U1098,outlook.exe,PROCESS_START,12.5,191
EP001470,2026-06-18 08:48:00,U1004,elizabeth.wilson98,,chrome.exe,PROCESS_START,4.8,219
EP011690,2026-06-18 08:48:00,U1028,john.hill,WKSTN-U1028,teams.exe,PROCESS_START,,453
EP019764,2026-06-18 08:22:00,U1048,jennifer.thomas87,WKSTN-U1048,Salesforce,PROCESS_START,3.6,457
EP030949,2026-06-18 08:35:00,U1076,john.torres,WKSTN-U1076,DocuSign,PROCESS_START,13.1,748
EP002265,2026-06-18 08:19:00,U1006,george.gonzalez,WKSTN-U1006,teams.exe,PROCESS_START,3.5,688
EP026535,2026-06-18 08:32:00,U1065,michael.ramirez47,WKSTN-U1065,explorer.exe,PROCESS_START,33.0,
EP023736,2026-06-18 08:42:00,U1058,jennifer.ramirez18,WKSTN-U1058,Zoom,PROCESS_START,11.9,121
EP039247,2026-06-18 08:25:00,U1095,richard.thomas74,WKSTN-U1095,explorer.exe,PROCESS_START,1.2,795
EP013394,2026-06-18 08:54:00,U1032,paul.wright91,WKSTN-U1032,notepad.exe,PROCESS_START,26.1,243
EP020536,2026-06-18 08:39:00,U1050,michael.ramirez,WKSTN-U1050,Chrome,PROCESS_START,15.1,118
EP034803,2026-06-18 08:36:00,U1085,barbara.walker67,WKSTN-U1085,explorer.exe,PROCESS_START,18.2,641
EP008079,2026-06-18 08:33:00,U1020,  andrew.thomas36 ,,Docker Desktop,process_start,25.1,748
EP006229,2026-06-18 08:22:00,U1016,patricia.thomas,WKSTN-U1016,Jenkins,PROCESS_START,10.4,457
EP016152,2026-06-18 09:00:00,U1039,mark.thomas,WKSTN-U1039,Chrome,PROCESS_START,5.6,184
EP041209,2026-06-18 08:46:00,U1100,daniel.brown38,WKSTN-U1100,Excel,PROCESS_START,32.2,146
EP012118,2026-06-18 08:52:00,U1029,michelle.garcia54,WKSTN-U1029,VSCode,PROCESS_START,19.7,104
EP012121,2026-06-18 08:53:00,U1029,michelle.garcia54,  WKSTN-U1029 ,Jenkins,PROCESS_START,29.9,387
EP028973,2026-06-18 08:27:00,U1071,matthew.robinson35,WKSTN-U1071,Chrome,PROCESS_START,25.0,190
EP002263,2026-06-18 08:25:00,U1006,george.gonzalez,WKSTN-U1006,quickbooks,PROCESS_START,13.8,106
EP018532,2026-06-18 08:32:00,U1045,daniel.sanchez90,WKSTN-U1045,Workday,PROCESS_START,29.8,N/A
EP005401,2026-06-18 09:12:00,U1014,james.taylor	,WKSTN-U1014,outlook.exe,PROCESS_START,30.3,243
EP018535,2026-06-18 09:15:00,U1045,daniel.sanchez90,WKSTN-U1045,  Excel ,PROCESS_START,14.0,384
EP031739,2026-06-18 09:07:00,U1078,michelle.miller,WKSTN-U1078,notepad.exe,PROCESS_START,9.2,877
EP037069,2026-06-18 09:23:00,U1090,mary.hill,WKSTN-U1090,explorer.exe,PROCESS_START,25.8,603
EP004564,2026-06-18 09:04:00,U1012,linda.martinez,WKSTN-U1012,Chrome,PROCESS_START,16.7,554
EP003020,2026-06-18 09:24:00,U1008,joshua.hernandez,WKSTN-U1008,notepad.exe,PROCESS_START,16.9,551
EP019368,2026-06-18 09:22:00,U1047,sandra.lewis,WKSTN-U1047,Chrome,PROCESS_START,18.0,715
EP020137,2026-06-18 09:24:00,U1049,michelle.jones59,  WKSTN-U1049 ,Excel,PROCESS_START,28.4,709
EP041210,2026-06-18 09:02:00,U1100,  daniel.brown38 ,WKSTN-U1100,outlook.exe,PROCESS_START,,340
EP035681,2026-06-18 09:20:00,U1087,charles.sanchez,WKSTN-U1087,chrome.exe,PROCESS_START,8.1,222
EP011235,2026-06-18 09:24:00,U1027,patricia.brown75,WKSTN-U1027,  Docker Desktop ,PROCESS_START,32.3,894
EP001072,2026-06-18 09:01:00,U1003,kenneth.clark29,WKSTN-U1003,notepad.exe,PROCESS_START,,630
EP028556,2026-06-18 09:23:00,U1070,betty.thomas40,WKSTN-U1070,explorer.exe,PROCESS_START,4.3,552
EP038393,2026-06-18 09:23:00,U1093,sarah.clark44,WKSTN-U1093,teams.exe,PROCESS_START,16.0,542
EP016148,2026-06-18 09:25:00,U1039,mark.thomas,WKSTN-U1039,chrome.exe,PROCESS_START,7.3,
EP011236,2026-06-18 09:25:00,U1027,patricia.brown75,WKSTN-U1027,Git,PROCESS_START,31.4,638
EP008522,2026-06-18 09:22:00,U1021,jessica.walker,WKSTN-U1021	,outlook.exe,PROCESS_START,9.4,667
EP007180,2026-06-18 09:26:00,U1018,betty.white57,,Docker Desktop,PROCESS_START,28.7,197
EP012120,2026-06-18 09:05:00,U1029,michelle.garcia54	,WKSTN-U1029,Git,PROCESS_START,14.5,223
EP030951,2026-06-18 09:01:00,U1076,john.torres,  WKSTN-U1076 ,notepad.exe,PROCESS_START,2.3,676
EP017357,2026-06-18 09:21:00,U1042,michael.hill56,  WKSTN-U1042 ,Workday,PROCESS_START,13.8,372
EP013779,2026-06-18 09:10:00,U1033,linda.miller,WKSTN-U1033,explorer.exe,PROCESS_START,7.0,656
EP035250,2026-06-18 09:13:00,U1086,steven.thompson53,WKSTN-U1086,Terminal,PROCESS_START,-31.5,336
EP004166,2026-06-18 09:25:00,U1011,donna.ramirez75,WKSTN-U1011,outlook.exe,PROCESS_START,17.6,782
EP029380,2026-06-18 09:01:00,U1072,kenneth.lopez,WKSTN-U1072,DocuSign,PROCESS_START,31.8,707
EP009433,2026-06-18 09:51:00,U1023,richard.wright,WKSTN-U1023,Chrome,PROCESS_START,29.2,307
EP040074,2026-06-18 09:48:00,U1097,mark.martinez10,,Zoom,PROCESS_START,28.9,401
EP019766,2026-06-18 09:41:00,U1048,jennifer.thomas87,WKSTN-U1048,Zoom,PROCESS_START,34.5,582
EP002655,2026-06-18 09:56:00,U1007,sarah.robinson82,WKSTN-U1007,explorer.exe,PROCESS_START,15.3,231
EP033025,2026-06-18 09:51:00,U1081,margaret.davis,WKSTN-U1081,Slack,PROCESS_START,,217
EP013781,2026-06-18 09:27:00,U1033,linda.miller,WKSTN-U1033,  chrome.exe ,PROCESS_START,30.3,152
EP011234,2026-06-18 09:58:00,U1027,patricia.brown75,,Slack,PROCESS_START,1.1,866
EP014168,2026-06-18 09:56:00,U1034,thomas.allen63,WKSTN-U1034,notepad.exe,PROCESS_START,31.5,321
EP001862,2026-06-18 09:51:00,U1005,robert.robinson,WKSTN-U1005,chrome.exe,PROCESS_START,9.2,461
EP038831,2026-06-18 09:54:00,U1094,elizabeth.lewis69,WKSTN-U1094,notepad.exe,PROCESS_START,22.3,382
EP018146,2026-06-18 09:49:00,U1044,lisa.ramirez9,WKSTN-U1044,  chrome.exe ,PROCESS_START,32.6,604
EP035682,2026-06-18 09:57:00,U1087,charles.sanchez,WKSTN-U1087,TERMINAL,PROCESS_START,12.1,893
EP021726,2026-06-18 09:50:00,U1053,john.jackson31,WKSTN-U1053,teams.exe,,1.2,846
EP040454,2026-06-18 09:32:00,U1098,nancy.wright49,WKSTN-U1098,Outlook,PROCESS_START,20.3,659
EP039246,2026-06-18 09:51:00,U1095,richard.thomas74,WKSTN-U1095,teams.exe,PROCESS_START,10.4,
EP016558,2026-06-18 09:29:00,U1040,matthew.martin,WKSTN-U1040,Outlook,PROCESS_START,27.6,149
