event_id,timestamp,user_id,username,file_path,action,file_size_kb,device,is_sensitive_location
FILE038317,2026-06-12 16:20:00,U1093,sarah.clark44,/shared/it/backups/report_549.csv,WRITE,187,WKSTN-U1093,False
FILE040392,2026-06-12 16:02:00,U1098,nancy.wright49,/shared/exec/strategy/notes_245.zip,READ,1620,WKSTN-U1098,False
FILE028488,2026-06-12 15:34:00,U1070,betty.thomas40,,READ,4250,,True
FILE032101,2026-06-12 15:49:00,U1079,emily.jones,/shared/it/backups/report_896.zip,READ,4384,WKSTN-U1079,False
FILE014499,2026-06-12 16:01:00,U1035,nancy.rodriguez82,/shared/hr/policies/notes_559.docx,READ,1707,WKSTN-U1035,False
FILE035612,2026-06-12 16:25:00,U1087,charles.sanchez,/shared/it/network_configs/plan_786.xlsx,DOWNLOAD,4973,WKSTN-U1087,False
FILE003738,2026-06-12 16:13:00,U1010,susan.young51,/shared/finance/payroll/report_933.pptx,WRITE,727,WKSTN-U1010,True
FILE002959,2026-06-12 15:41:00,U1008,joshua.hernandez,/shared/finance/reports/data_536.pdf,READ,3995,WKSTN-U1008,False
FILE008446,2026-06-12 16:18:00,U1021,jessica.walker,/shared/eng/design_docs/data_475.pptx,WRITE,3585,WKSTN-U1021,False
FILE011157,2026-06-12 16:23:00,U1027,patricia.brown75,/shared/eng/ci_configs/report_970.xlsx,READ,2725,WKSTN-U1027,False
FILE004106,2026-06-12 16:27:00,U1011,donna.ramirez75,/shared/finance/reports/plan_426.csv,READ,2309,WKSTN-U1011,
FILE001401,2026-06-12 16:31:00,U1004,elizabeth.wilson98,/shared/finance/budgets/notes_954.csv,WRITE,3772,WKSTN-U1004,False
FILE032952,2026-06-12 16:53:00,U1081,margaret.davis,  /shared/it/network_configs/plan_856.pptx ,DOWNLOAD,589,WKSTN-U1081,False
FILE035181,2026-06-12 16:47:00,U1086,steven.thompson53,/shared/it/network_configs/summary_771.zip,WRITE,3318,WKSTN-U1086,False
FILE008009,2026-06-12 17:03:00,U1020,andrew.thomas36,/shared/eng/design_docs/summary_558.docx,READ,3495,WKSTN-U1020,False
FILE016490,2026-06-12 16:57:00,U1040,matthew.martin,/shared/hr/policies/notes_205.pdf,read,475,WKSTN-U1040,False
FILE018475,2026-06-12 17:19:00,U1045,daniel.sanchez90,/shared/hr/policies/report_619.docx	,WRITE,2232,WKSTN-U1045,False
FILE027280,2026-06-12 17:20:00,U1067,paul.thomas97,/shared/legal/contracts/notes_485.zip,READ,772,WKSTN-U1067,False
FILE038763,2026-06-12 16:33:00,U1094,elizabeth.lewis69,/shared/it/credentials_vault/data_447.zip,READ,1496,WKSTN-U1094,True
FILE015293,2026-06-12 16:43:00,U1037,robert.martin,/shared/hr/recruitment/summary_400.csv,WRITE,4644,WKSTN-U1037,False
FILE016492,2026-06-12 17:07:00,U1040,matthew.martin,/shared/hr/recruitment/notes_384.csv,WRITE,3138,WKSTN-U1040,False
FILE011616,2026-06-12 16:59:00,U1028,john.hill,/shared/eng/source_code/report_87.pdf,READ,1131,WKSTN-U1028,False
FILE015296,2026-06-12 16:43:00,U1037,robert.martin,/shared/hr/employee_records/notes_737.pdf,DOWNLOAD,3371,WKSTN-U1037,True
FILE004105,2026-06-12 17:03:00,U1011,donna.ramirez75,/shared/finance/payroll/plan_829.csv,READ,2677,WKSTN-U1011,True
FILE022876,2026-06-12 16:35:00,U1056,anthony.clark,/shared/sales/pricing/notes_896.zip,READ,1535,WKSTN-U1056,False
FILE001402,2026-06-12 16:35:00,U1004,elizabeth.wilson98,/shared/finance/payroll/summary_5.zip,READ,4176,WKSTN-U1004,True
FILE030895,2026-06-12 16:31:00,U1076,john.torres,/shared/legal/compliance/data_387.zip,READ,1430,WKSTN-U1076,False
FILE011618,2026-06-12 16:49:00,U1028,john.hill,/shared/eng/design_docs/notes_489.pdf,WRITE,4483,WKSTN-U1028,False
FILE021272,2026-06-12 16:33:00,U1052,paul.taylor,/shared/sales/leads/summary_118.zip,WRITE,2543,WKSTN-U1052,False
FILE028908,2026-06-12 16:42:00,U1071,matthew.robinson35,/shared/legal/compliance/notes_610.csv,READ,83,WKSTN-U1071,False
FILE027281,2026-06-12 17:11:00,U1067,paul.thomas97,/shared/legal/compliance/data_633.xlsx,WRITE,2659,WKSTN-U1067	,False
FILE026471,2026-06-12 16:56:00,U1065,michael.ramirez47,/shared/legal/case_files/notes_873.zip,,1040,WKSTN-U1065,True
FILE023673,2026-06-12 16:40:00,U1058,jennifer.ramirez18,/shared/sales/leads/notes_208.pdf,READ,1067,WKSTN-U1058,False
FILE018473,2026-06-12 16:32:00,U1045,DANIEL.SANCHEZ90,/shared/hr/policies/notes_62.pdf,WRITE,4365,WKSTN-U1045,False
FILE032099,2026-06-12 16:46:00,U1079,emily.jones,/shared/it/credentials_vault/summary_879.docx,READ,1279,WKSTN-U1079,True
FILE000586,2026-06-12 18:06:00,U1002,donna.ramirez,/shared/finance/budgets/notes_505.csv,READ,3094,WKSTN-U1002,False
FILE020897,2026-06-15 07:25:00,U1051,sandra.king72,/shared/sales/contracts/notes_784.docx,DOWNLOAD,2727,WKSTN-U1051,False
FILE035629,2026-06-15 07:16:00,U1087,charles.sanchez	,/shared/it/credentials_vault/notes_667.zip,WRITE,4632,WKSTN-U1087,True
FILE041706,2026-06-14 09:33:00,U1075,steven.lewis,/shared/legal/case_files/export_623.zip,DOWNLOAD,19777,UNKNOWN-DEVICE	,True
FILE006176,2026-06-15 07:06:00,U1016,patricia.thomas,/shared/eng/ci_configs/data_483.pdf,WRITE,4329,WKSTN-U1016,False
FILE037003,2026-06-13 14:20:00,U1090,mary.hill,/shared/it/credentials_vault/summary_731.docx,WRITE,223,WKSTN-U1090,True
FILE036553,2026-06-15 07:24:00,U1089,paul.brown27,/shared/it/backups/summary_620.pdf,READ,1313,WKSTN-U1089,False
FILE039599,2026-06-15 07:56:00,U1096,david.allen76,/shared/exec/mna/data_258.pptx,,2941,WKSTN-U1096,True
FILE018474,2026-06-12 17:27:00,U1045,daniel.sanchez90,/shared/hr/policies/report_992.pdf,DOWNLOAD,4450,,False
FILE041707,2026-06-14 09:44:00,U1075,steven.lewis,/shared/exec/board_docs/export_970.zip,DOWNLOAD,12881,UNKNOWN-DEVICE,True
FILE037001,2026-06-13 14:28:00,U1090,mary.hill,/shared/it/backups/summary_574.xlsx,READ,593,WKSTN-U1090,False
FILE037002,2026-06-13 12:34:00,U1090,mary.hill,/shared/it/credentials_vault/data_99.csv,WRITE,4160,WKSTN-U1090,True
FILE035628,2026-06-15 07:57:00,U1087,charles.sanchez,/shared/it/credentials_vault/plan_641.xlsx,WRITE,969,WKSTN-U1087,
FILE022509,2026-06-15 07:51:00,U1055,patricia.wilson54,/shared/sales/pricing/report_96.zip,READ,1616,,False
FILE007100,2026-06-12 17:43:00,U1018,betty.white57,/shared/eng/design_docs/report_570.pdf,WRITE,4705,WKSTN-U1018,False
FILE026077,2026-06-12 18:07:00,U1064,matthew.wright55,/shared/legal/case_files/data_493.xlsx,WRITE,4676000.0,WKSTN-U1064,True
FILE030909,2026-06-15 07:57:00,U1076,john.torres,/shared/legal/compliance/notes_767.docx,WRITE,3349,WKSTN-U1076,False
FILE041708,2026-06-14 09:53:00,U1075,steven.lewis,/shared/exec/board_docs/export_590.zip,DOWNLOAD,20179,UNKNOWN-DEVICE,
FILE002215,2026-06-15 07:29:00,U1006,george.gonzalez,/shared/finance/reports/report_844.pdf,READ,2311,WKSTN-U1006,False
FILE005762,2026-06-15 07:48:00,U1015,lisa.hernandez,/shared/finance/reports/notes_992.pdf,WRITE,3013,WKSTN-U1015,False
FILE040412,2026-06-15 08:04:00,U1098,nancy.wright49,/shared/exec/strategy/summary_515.xlsx,READ,4239,WKSTN-U1098,False
FILE012043,2026-06-12 17:28:00,U1029,michelle.garcia54,/shared/eng/ci_configs/plan_178.zip,DOWNLOAD,4948,WKSTN-U1029,False
FILE002217,2026-06-15 07:54:00,U1006,george.gonzalez,/shared/finance/reports/notes_969.zip,READ,4970,WKSTN-U1006,False
FILE024886,2026-06-14 15:33:00,U1061,jessica.rodriguez,/shared/sales/contracts/report_838.pptx,READ,4851,WKSTN-U1061,False
FILE024885,2026-06-14 15:12:00,U1061,jessica.rodriguez,/shared/sales/pricing/report_69.pdf,READ,3987,WKSTN-U1061,False
FILE033838,2026-06-15 08:59:00,U1083,sarah.allen70,/shared/it/network_configs/summary_919.docx,WRITE,3595,WKSTN-U1083,False
FILE006177,2026-06-15 08:38:00,U1016,patricia.thomas,/shared/eng/design_docs/plan_606.pptx	,READ,30,WKSTN-U1016,False
FILE014909,2026-06-15 08:53:00,U1036,linda.jones,/shared/hr/policies/summary_891.xlsx,WRITE,2759,WKSTN-U1036,False
FILE035630,2026-06-15 08:52:00,U1087,charles.sanchez,/shared/it/backups/plan_653.pdf,READ,1168,WKSTN-U1087,False
FILE026912,2026-06-15 08:56:00,U1066,michelle.wright62,/shared/legal/contracts/report_806.pptx,READ,1592,WKSTN-U1066,False
FILE040017,2026-06-15 08:24:00,U1097,mark.martinez10,/shared/exec/strategy/report_741.pdf,READ,2269,WKSTN-U1097,False
FILE003360,2026-06-15 08:58:00,U1009,daniel.brown,/shared/finance/payroll/notes_154.pdf,READ,197,WKSTN-U1009,True
FILE036120,2026-06-15 08:28:00,U1088,andrew.smith85,/shared/it/backups/plan_38.docx,READ,2115,,False
FILE010280,2026-06-15 08:53:00,U1025,betty.brown22,/shared/eng/source_code/report_277.pptx,WRITE,1394,WKSTN-U1025,False
FILE023686,2026-06-15 08:40:00,U1058,jennifer.ramirez18	,/shared/sales/leads/summary_798.csv,WRITE,4492,WKSTN-U1058,False
FILE028090,2026-06-15 08:18:00,U1069,jessica.clark,/shared/legal/case_files/report_906.csv,WRITE,3684,WKSTN-U1069,True
FILE015322,2026-06-15 08:34:00,U1037,robert.martin,/shared/hr/policies/summary_218.pptx,READ,416,WKSTN-U1037,False
FILE030908,2026-06-15 08:34:00,U1076,john.torres,/shared/legal/case_files/data_559.zip,WRITE,48,WKSTN-U1076,True
FILE012065,2026-06-15 08:40:00,U1029,michelle.garcia54,/shared/eng/ci_configs/data_957.xlsx,DOWNLOAD,4609,WKSTN-U1029,False
FILE026096,2026-06-15 08:45:00,U1064,matthew.wright55,,READ,778,WKSTN-U1064,True
FILE028931,2026-06-15 08:43:00,U1071,matthew.robinson35,/shared/legal/case_files/plan_175.pptx,READ,1000,  WKSTN-U1071 ,True
FILE031695,2026-06-15 08:25:00,U1078,michelle.miller,/shared/legal/case_files/summary_784.pptx,READ,112,WKSTN-U1078,True
FILE040016,2026-06-15 08:32:00,U1097,mark.martinez10,/shared/exec/mna/notes_910.docx,READ,673,WKSTN-U1097,True
FILE040015,2026-06-15 08:26:00,U1097,mark.martinez10,  /shared/exec/board_docs/report_335.csv ,WRITE,3728,WKSTN-U1097,True
FILE030910,2026-06-15 08:14:00,U1076,john.torres,/shared/legal/contracts/report_635.csv,READ,1589,WKSTN-U1076,False
FILE041168,2026-06-15 08:47:00,U1100,daniel.brown38,/shared/exec/mna/summary_666.xlsx,READ,4938,WKSTN-U1100,True
FILE038335,2026-06-15 08:21:00,U1093,sarah.clark44,/shared/it/backups/report_187.csv,READ,3616,WKSTN-U1093,False
FILE015319,2026-06-15 08:33:00,U1037,robert.martin,/shared/hr/policies/report_371.docx,READ,3759,WKSTN-U1037,False
FILE002216,2026-06-15 08:30:00,U1006,george.gonzalez,/shared/finance/payroll/report_551.zip,DOWNLOAD,4798,WKSTN-U1006,True
FILE021288,2026-06-15 08:54:00,U1052,paul.taylor,/shared/sales/pricing/report_488.csv,write,4535,WKSTN-U1052,False
FILE039597,2026-06-15 09:18:00,U1096,david.allen76,/shared/exec/mna/data_96.xlsx,read,4810,WKSTN-U1096,True
FILE011176,2026-06-15 09:28:00,U1027,patricia.brown75,/shared/eng/ci_configs/summary_611.zip,WRITE,3849,WKSTN-U1027,False
FILE026095,2026-06-15 09:26:00,U1064,MATTHEW.WRIGHT55,/shared/legal/contracts/notes_95.zip,READ,4197,WKSTN-U1064,False
FILE006178,2026-06-15 09:19:00,U1016,patricia.thomas,/shared/eng/source_code/report_744.pptx,READ,4978,WKSTN-U1016,False
FILE000604,2026-06-15 09:03:00,U1002,,/shared/finance/reports/data_828.pptx,READ,4851,WKSTN-U1002,False
FILE029705,2026-06-15 09:10:00,U1073,michael.gonzalez,  /shared/legal/case_files/plan_905.pdf ,DOWNLOAD,1825,WKSTN-U1073,True
FILE022513,2026-06-15 09:22:00,U1055,patricia.wilson54,/shared/sales/pricing/report_315.pptx,READ,3318,WKSTN-U1055,False
FILE039601,2026-06-15 09:34:00,U1096,david.allen76,/shared/exec/mna/notes_460.zip,READ,3581,WKSTN-U1096,True
FILE035204,2026-06-15 09:03:00,U1086,steven.thompson53,/shared/it/network_configs/data_193.pdf,READ,2990,WKSTN-U1086,False
FILE041169,2026-06-15 09:27:00,U1100,daniel.brown38,/shared/exec/strategy/notes_407.xlsx,READ,447,WKSTN-U1100,False
FILE040411,2026-06-15 08:59:00,U1098,nancy.wright49,/shared/exec/board_docs/plan_158.pptx,READ,1119,WKSTN-U1098,True
FILE012061,2026-06-15 09:04:00,U1029,michelle.garcia54,/shared/eng/design_docs/summary_810.xlsx,READ,2605,WKSTN-U1029,False
FILE011173,2026-06-15 09:09:00,U1027,patricia.brown75,/shared/eng/design_docs/summary_896.xlsx,READ,3150,WKSTN-U1027,False
FILE038785,2026-06-15 09:34:00,U1094,elizabeth.lewis69,/shared/it/network_configs/data_76.pptx,READ,2877,WKSTN-U1094,False
FILE033840,2026-06-15 09:21:00,U1083,sarah.allen70,/shared/it/credentials_vault/summary_362.docx,READ,1967,WKSTN-U1083,True
FILE005763,2026-06-15 09:09:00,U1015,  lisa.hernandez ,/shared/finance/budgets/data_712.csv,READ,2635,WKSTN-U1015,False
FILE028509,2026-06-15 09:35:00,U1070,betty.thomas40,/shared/legal/contracts/plan_613.docx,READ,2746,WKSTN-U1070,False
FILE018917,2026-06-15 09:30:00,U1046,michelle.torres39,/shared/hr/recruitment/data_514.xlsx,READ,3151,WKSTN-U1046,False
FILE016907,2026-06-15 09:25:00,U1041,matthew.allen52,/shared/hr/employee_records/notes_130.pdf,WRITE,2252,WKSTN-U1041,True
FILE001421,2026-06-15 09:31:00,U1004,elizabeth.wilson98,/shared/finance/payroll/notes_889.pptx,DOWNLOAD,561,WKSTN-U1004,True
FILE002977,2026-06-15 09:00:00,U1008,joshua.hernandez,/shared/finance/payroll/report_453.xlsx,READ,838,WKSTN-U1008,True
FILE010279,2026-06-15 09:10:00,U1025,  betty.brown22 ,  /shared/eng/ci_configs/data_925.csv ,READ,4198,WKSTN-U1025,False
FILE008935,2026-06-15 09:08:00,U1022,SANDRA.BROWN,/shared/eng/design_docs/plan_778.pdf,READ,4764,WKSTN-U1022,False
FILE036551,2026-06-15 09:20:00,U1089,paul.brown27,/shared/it/network_configs/plan_430.xlsx,READ,4950,WKSTN-U1089,False
FILE007124,2026-06-15 09:04:00,U1018,betty.white57,/shared/eng/design_docs/data_999.pptx,READ,3339,WKSTN-U1018,
FILE032119,2026-06-15 09:54:00,U1079,emily.jones,/shared/it/backups/data_186.pdf,WRITE,4478,WKSTN-U1079,False
FILE011642,2026-06-15 09:37:00,U1028,john.hill,/shared/eng/design_docs/summary_497.pptx,READ,4078,WKSTN-U1028,False
FILE004121,2026-06-15 09:38:00,U1011,donna.ramirez75	,/shared/finance/payroll/summary_434.csv	,write,3633,WKSTN-U1011,True
FILE028507,2026-06-15 09:54:00,U1070,betty.thomas40,/shared/legal/contracts/data_353.pdf,READ,1656,WKSTN-U1070,False
FILE019324,2026-06-15 09:37:00,U1047,sandra.lewis,/shared/sales/pricing/notes_53.pdf,WRITE,1525,,False
FILE027301,2026-06-15 09:53:00,U1067,paul.thomas97,/shared/legal/case_files/summary_661.zip,WRITE,3031,WKSTN-U1067,True
FILE038782,2026-06-15 09:51:00,U1094,elizabeth.lewis69,/shared/it/credentials_vault/plan_493.zip,READ,1509,WKSTN-U1094,True
FILE000602,2026-06-15 09:55:00,U1002,donna.ramirez,/shared/finance/payroll/report_270.csv,READ,1873,WKSTN-U1002,True
FILE018916,2026-06-15 09:56:00,U1046,michelle.torres39,/shared/hr/recruitment/plan_698.pptx,READ,2231,WKSTN-U1046,False
FILE028088,2026-06-15 09:38:00,U1069,jessica.clark,/shared/legal/contracts/summary_276.csv,,3714,WKSTN-U1069,False
FILE012926,2026-06-15 09:52:00,U1031,john.wright28,/shared/hr/employee_records/data_16.csv,WRITE,N/A,WKSTN-U1031,True
FILE023288,2026-06-15 09:52:00,U1057,nancy.sanchez,/shared/sales/pricing/report_691.xlsx	,WRITE,1500,WKSTN-U1057,False
FILE025697,2026-06-15 09:43:00,U1063,john.nguyen,/shared/legal/case_files/data_147.zip,READ,856,WKSTN-U1063,True
FILE036121,2026-06-15 09:47:00,U1088,andrew.smith85,/shared/it/network_configs/plan_115.csv,,1311,WKSTN-U1088,False
FILE004939,2026-06-15 09:50:00,U1013,emily.smith,/shared/finance/payroll/notes_210.pdf,WRITE,4879,WKSTN-U1013,True
FILE036119,2026-06-15 09:37:00,U1088,andrew.smith85,/shared/it/network_configs/notes_544.pptx,READ,409,WKSTN-U1088,False
FILE012064,2026-06-15 09:55:00,U1029,michelle.garcia54,/shared/eng/ci_configs/report_63.pptx,DOWNLOAD,1746,WKSTN-U1029,False
FILE023290,2026-06-15 09:55:00,U1057,nancy.sanchez,/shared/sales/leads/notes_207.csv,READ,4969,WKSTN-U1057,False
FILE028929,2026-06-15 09:43:00,U1071,matthew.robinson35,/shared/legal/contracts/data_415.xlsx,WRITE,2682,WKSTN-U1071,False
FILE020899,2026-06-15 09:57:00,U1051,sandra.king72,/shared/sales/pricing/data_799.docx,DOWNLOAD,940,WKSTN-U1051,False
FILE011640,2026-06-15 09:48:00,U1028,john.hill,/shared/eng/design_docs/plan_205.pptx,WRITE,1174,WKSTN-U1028,False
FILE029330,2026-06-15 09:43:00,U1072,kenneth.lopez,/shared/legal/case_files/notes_772.xlsx,DOWNLOAD,4149,WKSTN-U1072,True
FILE027303,2026-06-15 09:40:00,U1067,paul.thomas97,/shared/legal/contracts/notes_79.csv,WRITE,3188,  WKSTN-U1067 ,False
FILE021292,2026-06-15 09:39:00,U1052,paul.taylor,/shared/sales/pricing/report_309.pptx,READ,468,WKSTN-U1052,False
FILE034752,2026-06-15 09:58:00,U1085,barbara.walker67,/shared/it/network_configs/data_153.xlsx,READ,667,WKSTN-U1085,False
FILE034294,2026-06-15 10:17:00,U1084,joshua.taylor,/shared/it/backups/notes_326.pptx	,WRITE,190,WKSTN-U1084,False
FILE029331,2026-06-15 10:27:00,U1072,kenneth.lopez,/shared/legal/contracts/data_776.pdf,READ,1283,WKSTN-U1072,False
FILE015720,2026-06-15 10:06:00,U1038,emily.clark,/shared/hr/policies/data_600.docx,WRITE,4202,WKSTN-U1038,
FILE011641,2026-06-15 10:06:00,U1028,john.hill,,READ,3114,WKSTN-U1028,False
FILE039192,2026-06-15 10:05:00,U1095,richard.thomas74,/shared/exec/strategy/data_277.pdf,DOWNLOAD,3206,WKSTN-U1095,False
FILE022894,2026-06-15 10:00:00,U1056,anthony.clark,/shared/sales/leads/summary_478.pptx,READ,3503,WKSTN-U1056,False
FILE029332,2026-06-15 10:16:00,U1072,kenneth.lopez,/shared/legal/contracts/notes_161.pptx,READ,1524,WKSTN-U1072,False
FILE009379,2026-06-15 10:08:00,U1023,richard.wright,/shared/eng/ci_configs/data_365.docx,READ,874,WKSTN-U1023,False
FILE020094,2026-06-15 10:11:00,U1049,michelle.jones59,/shared/sales/leads/plan_149.pptx,READ,1989,WKSTN-U1049,False
FILE027671,2026-06-15 10:24:00,U1068,susan.thompson34,/shared/legal/contracts/plan_512.xlsx,WRITE,74,WKSTN-U1068,False
FILE037448,2026-06-15 10:18:00,U1091,linda.robinson,,DOWNLOAD,2600,WKSTN-U1091,True
FILE037907,2026-06-15 10:32:00,U1092,steven.thomas,/shared/it/backups/plan_547.xlsx,READ,810,WKSTN-U1092,False
FILE040795,2026-06-15 10:04:00,U1099,joseph.garcia,/shared/exec/board_docs/data_869.xlsx,READ,353,WKSTN-U1099,True
FILE030107,2026-06-15 10:00:00,U1074,sarah.williams7,/shared/legal/contracts/plan_347.zip,READ,2327,WKSTN-U1074,
FILE002603,2026-06-15 10:02:00,U1007,sarah.robinson82,/shared/finance/reports/notes_308.xlsx,READ,3165,WKSTN-U1007,False
FILE031693,2026-06-15 10:01:00,U1078,michelle.miller,/shared/legal/contracts/data_13.zip,DOWNLOAD,4561,WKSTN-U1078,False
FILE040793,2026-06-15 10:15:00,U1099,JOSEPH.GARCIA,/shared/exec/strategy/plan_440.csv,READ,1465,WKSTN-U1099,False
FILE008933,2026-06-15 10:35:00,U1022,sandra.brown,/shared/eng/ci_configs/data_202.docx,READ,3353,WKSTN-U1022,False
FILE033835,2026-06-15 10:12:00,U1083,sarah.allen70,/shared/it/backups/summary_648.csv,READ,3714,WKSTN-U1083,False
FILE007123,2026-06-15 09:59:00,U1018,betty.white57,/shared/eng/source_code/report_619.csv,DOWNLOAD,2558,WKSTN-U1018	,False
FILE019320,2026-06-15 10:34:00,U1047,sandra.lewis,/shared/sales/contracts/notes_400.xlsx,READ,4293,WKSTN-U1047,False
FILE027305,2026-06-15 10:33:00,U1067,paul.thomas97,/shared/legal/contracts/notes_706.pdf,READ,580,WKSTN-U1067,False
FILE013345,2026-06-15 10:05:00,U1032,paul.wright91,/shared/hr/policies/report_123.zip,READ,3896,WKSTN-U1032,False
FILE000605,2026-06-15 10:16:00,U1002,donna.ramirez,,WRITE,3449,WKSTN-U1002,False
FILE015320,2026-06-15 10:12:00,U1037,robert.martin,/shared/hr/policies/summary_493.xlsx,DOWNLOAD,3821,WKSTN-U1037,False
FILE014119,2026-06-15 10:42:00,U1034,thomas.allen63,/shared/hr/employee_records/notes_869.pdf,READ,3267,WKSTN-U1034,True
FILE032117,2026-06-15 10:47:00,U1079,emily.jones,/shared/it/backups/plan_437.docx,DOWNLOAD,2633,WKSTN-U1079,False
FILE014910,2026-06-15 10:57:00,U1036,linda.jones,/shared/hr/recruitment/data_993.zip,READ,1116,WKSTN-U1036,False
FILE034753,2026-06-15 10:49:00,U1085,barbara.walker67,/shared/it/network_configs/report_376.pdf,READ,380,WKSTN-U1085,False
FILE017711,2026-06-15 10:47:00,U1043,thomas.williams91,/shared/hr/employee_records/report_966.csv,READ,4444,WKSTN-U1043,True
FILE019724,2026-06-15 10:47:00,U1048,jennifer.thomas87,/shared/sales/leads/plan_769.xlsx,READ,1372,WKSTN-U1048,False
FILE034295,2026-06-15 10:57:00,U1084,joshua.taylor,/shared/it/backups/data_956.pptx,WRITE,2514,WKSTN-U1084,False
FILE035202,2026-06-15 11:03:00,U1086,steven.thompson53,/shared/it/network_configs/summary_766.docx,READ,696,WKSTN-U1086,False
FILE024903,2026-06-15 10:51:00,U1061,jessica.rodriguez,/shared/sales/leads/plan_648.xlsx,WRITE,3822,WKSTN-U1061,False
FILE022511,2026-06-15 10:58:00,U1055,patricia.wilson54,/shared/sales/pricing/notes_415.zip,READ,2818,WKSTN-U1055	,False
FILE019325,2026-06-15 10:47:00,U1047,sandra.lewis,/shared/sales/pricing/plan_22.pdf,WRITE,79,WKSTN-U1047,False
FILE002605,2026-06-15 10:54:00,U1007,sarah.robinson82,/shared/finance/budgets/notes_546.xlsx,WRITE,,WKSTN-U1007,False
FILE036555,2026-06-15 10:44:00,U1089,paul.brown27,  /shared/it/credentials_vault/data_742.xlsx ,DOWNLOAD,3192,WKSTN-U1089,True
FILE013347,2026-06-15 10:45:00,U1032,paul.wright91,/shared/hr/recruitment/report_645.csv,READ,3831,WKSTN-U1032,False
FILE022096,2026-06-15 11:01:00,U1054,anthony.martinez,/shared/sales/pricing/notes_837.docx,WRITE,3147,WKSTN-U1054,False
FILE017709,2026-06-15 10:37:00,U1043,thomas.williams91,/shared/hr/employee_records/summary_747.pdf,READ,1928,WKSTN-U1043,True
FILE024492,2026-06-15 10:55:00,U1060,matthew.anderson,/shared/sales/pricing/data_119.xlsx,WRITE,3061,WKSTN-U1060,False
FILE001417,2026-06-15 10:55:00,U1004,,/shared/finance/budgets/data_354.pdf,READ,3670,WKSTN-U1004,False
FILE022095,2026-06-15 10:53:00,U1054,anthony.martinez,/shared/sales/pricing/report_568.zip,READ,3784,WKSTN-U1054,False
FILE037017,2026-06-15 10:36:00,U1090,mary.hill,/shared/it/backups/plan_918.zip,WRITE,4296,WKSTN-U1090,False
FILE027672,2026-06-15 10:59:00,U1068,susan.thompson34,/shared/legal/contracts/notes_582.docx,DOWNLOAD,2197,WKSTN-U1068,False
FILE021290,2026-06-15 10:58:00,U1052,paul.taylor,/shared/sales/pricing/summary_620.xlsx,WRITE,466,WKSTN-U1052,False
FILE041165,2026-06-15 10:39:00,U1100,daniel.brown38,/shared/exec/strategy/notes_669.pdf,READ,183,WKSTN-U1100,False
FILE004517,2026-06-15 10:57:00,U1012,linda.martinez,,READ,,WKSTN-U1012,True
FILE030516,2026-06-15 11:02:00,U1075,steven.lewis,/shared/legal/contracts/notes_909.pdf,,577,WKSTN-U1075,False
FILE021287,2026-06-15 11:08:00,U1052,paul.taylor,/shared/sales/leads/plan_832.csv	,READ,1306,WKSTN-U1052,False
FILE017712,2026-06-15 11:09:00,U1043,thomas.williams91,/shared/hr/employee_records/notes_794.xlsx,DOWNLOAD,3270,WKSTN-U1043,True
FILE039598,2026-06-15 11:29:00,U1096,david.allen76,/shared/exec/board_docs/notes_440.csv,DOWNLOAD,2877,WKSTN-U1096,True
FILE021291,2026-06-15 11:28:00,U1052,paul.taylor,/shared/sales/leads/report_386.csv,WRITE,197,WKSTN-U1052,False
FILE020093,2026-06-15 11:23:00,U1049,michelle.jones59,/shared/sales/pricing/notes_682.pptx,WRITE,2818,WKSTN-U1049,False
FILE016113,2026-06-15 11:14:00,U1039,mark.thomas,/shared/hr/recruitment/plan_89.zip,READ,3859,WKSTN-U1039,False
FILE018106,2026-06-15 11:21:00,U1044,  lisa.ramirez9 ,/shared/hr/policies/report_261.xlsx,READ,4177,WKSTN-U1044,False
FILE038784,2026-06-15 11:12:00,U1094,elizabeth.lewis69,/shared/it/backups/plan_599.xlsx,READ,1763,WKSTN-U1094,False
FILE011177,2026-06-15 11:30:00,U1027,patricia.brown75,/shared/eng/design_docs/report_700.xlsx,READ,1015,WKSTN-U1027	,False
FILE007120,2026-06-15 11:08:00,U1018,betty.white57,,READ,4394,WKSTN-U1018,False
FILE022514,2026-06-15 11:07:00,U1055,patricia.wilson54,/shared/sales/leads/summary_991.zip,READ,3026,WKSTN-U1055,False
FILE018918,2026-06-15 11:07:00,U1046,michelle.torres39,/shared/hr/employee_records/data_560.xlsx,WRITE,4703,WKSTN-U1046,True
FILE037906,2026-06-15 11:34:00,U1092,steven.thomas,/shared/it/backups/data_916.pdf,READ,,WKSTN-U1092,False
FILE028928,2026-06-15 11:27:00,U1071,matthew.robinson35,/shared/legal/case_files/plan_269.pdf,READ,4576,WKSTN-U1071,True
FILE020894,2026-06-15 11:12:00,U1051,sandra.king72,/shared/sales/leads/report_256.xlsx,READ,102,WKSTN-U1051	,False
FILE032116,2026-06-15 11:11:00,U1079,emily.jones,/shared/it/backups/data_738.pdf,READ,929,WKSTN-U1079,False
FILE006656,2026-06-15 11:30:00,U1017,emily.hernandez34,/shared/eng/design_docs/notes_752.zip,WRITE,4124,WKSTN-U1017,False
FILE024906,2026-06-15 11:11:00,U1061,jessica.rodriguez,/shared/sales/pricing/notes_565.zip,READ,3282,WKSTN-U1061,False
